"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"30_Days_TOEIC","RL6","publicize","quảng bá","verb","/ˈpʌb.lə.saɪz/","The company will publicize the event through social media.","Công ty sẽ quảng bá sự kiện thông qua mạng xã hội."
"30_Days_TOEIC","RL6","publicity","sự chú ý của công chúng hoặc truyền thông","noun","/pʌbˈlɪs.ə.t̬i/","The product launch received a lot of media publicity.","Buổi ra mắt sản phẩm nhận được nhiều sự chú ý từ truyền thông."
"30_Days_TOEIC","RL6","correction","sự sửa lỗi","noun","/kəˈrek.ʃən/","Have you finished the corrections to the handbook?","Bạn đã hoàn thành các chỉnh sửa cho sổ tay chưa?"
"30_Days_TOEIC","RL6","landscaping","thiết kế và chăm sóc cảnh quan ngoài trời","noun","/ˈlænd.skeɪ.pɪŋ/","Now that it’s summer, my landscaping business is getting pretty busy.","Bây giờ là mùa hè, công việc kinh doanh cảnh quan của tôi đang khá bận rộn."
"30_Days_TOEIC","RL6","landscape","cảnh quan","noun","/ˈlænd.skeɪp/","The architect created a landscape that blends with the environment.","Kiến trúc sư đã tạo ra một cảnh quan hài hòa với môi trường."
"30_Days_TOEIC","RL6","injure","làm bị thương","verb","/ˈɪn.dʒɚ/","One of our players was injured during the last game.","Một trong những cầu thủ của chúng tôi đã bị thương trong trận đấu trước."
"30_Days_TOEIC","RL6","injury","vết thương","noun","/ˈɪn.dʒɚ.i/","The worker reported the injury to the safety manager.","Người công nhân đã báo cáo chấn thương cho quản lý an toàn."
"30_Days_TOEIC","RL6","fill out","điền thông tin vào mẫu đơn","verb","/fɪl aʊt/","Why don't you fill out the application form?","Sao bạn không điền vào mẫu đơn xin việc?"
"30_Days_TOEIC","RL6","that way","bằng cách đó","adverb","/ðæt weɪ/","That way we won’t have to worry about parking.","Bằng cách đó, chúng ta sẽ không phải lo lắng về việc đỗ xe."
"30_Days_TOEIC","RL6","damaged","bị hỏng, bị tổn hại","adj","/ˈdæm.ɪdʒd/","This package was damaged during delivery.","Gói hàng này đã bị hỏng trong quá trình giao."
"30_Days_TOEIC","RL6","damage","thiệt hại","noun","/ˈdæm.ɪdʒ/","The technician assessed the extent of the damage.","Kỹ thuật viên đã đánh giá mức độ thiệt hại."
"30_Days_TOEIC","RL6","in time","kịp lúc","adverb","/ɪn taɪm/","Will Mr. Warren be back in time for our two thirty meeting?","Ông Warren sẽ quay lại kịp buổi họp lúc 2 giờ 30 chứ?"
"30_Days_TOEIC","RL7","interested","quan tâm, thích thú","adj","/ˈɪn.trə.stɪd/","Many people are interested in attending the leadership seminar.","Nhiều người quan tâm đến việc tham dự hội thảo lãnh đạo."
"30_Days_TOEIC","RL7","interest","sự quan tâm hoặc sở thích","noun","/ˈɪn.trəst/","There has been growing interest in remote working solutions.","Có sự quan tâm ngày càng tăng đối với các giải pháp làm việc từ xa."
"30_Days_TOEIC","RL7","interesting","thú vị","adj","/ˈɪn.trə.stɪŋ/","It was an interesting discussion about customer behavior trends.","Đó là một cuộc thảo luận thú vị về xu hướng hành vi khách hàng."
"30_Days_TOEIC","RL7","attend","tham dự","verb","/əˈtend/","Employees are required to attend the orientation session next Monday.","Nhân viên được yêu cầu tham dự buổi định hướng vào thứ Hai tới."
"30_Days_TOEIC","RL7","attendance","sự tham dự","noun","/əˈten.dəns/","The attendance at this year’s convention exceeded expectations.","Số người tham dự hội nghị năm nay đã vượt quá kỳ vọng."
"30_Days_TOEIC","RL7","participate","tham gia","verb","/pɑːrˈtɪs.ə.peɪt/","All employees are encouraged to participate in the training program.","Tất cả nhân viên được khuyến khích tham gia chương trình đào tạo."
"30_Days_TOEIC","RL7","estimate","bảng ước tính","noun","/ˈes.tə.mət/","The contractor provided a written estimate for the renovation project.","Nhà thầu đã cung cấp một bảng ước tính bằng văn bản cho dự án cải tạo."
"30_Days_TOEIC","RL7","estimate","ước tính","verb","/ˈes.tə.meɪt/","They estimate the project will take three months to complete.","Họ ước tính dự án sẽ mất ba tháng để hoàn thành."
"30_Days_TOEIC","RL7","estimated","được ước tính","adj","/ˈes.tə.meɪ.tɪd/","The estimated delivery time is between 3 to 5 business days.","Thời gian giao hàng dự kiến là từ 3 đến 5 ngày làm việc."
"30_Days_TOEIC","RL7","flexible","linh hoạt","adj","/ˈflek.sə.bəl/","Our manager is very flexible with vacation requests.","Quản lý của chúng tôi rất linh hoạt với các yêu cầu nghỉ phép."
"30_Days_TOEIC","RL7","flexibility","sự linh hoạt","noun","/ˌflek.səˈbɪl.ə.t̬i/","The job offers great flexibility in terms of working location.","Công việc mang lại sự linh hoạt tuyệt vời về địa điểm làm việc."
"30_Days_TOEIC","RL7","fee","phí dịch vụ","noun","/fiː/","We do charge an extra fee for that service.","Chúng tôi có thu thêm một khoản phí cho dịch vụ đó."
"30_Days_TOEIC","RL7","sold out","đã bán hết","adj","/soʊld aʊt/","It looks like tomorrow night’s show is sold out.","Có vẻ như buổi diễn tối mai đã bán hết vé."
"30_Days_TOEIC","RL7","refundable","có thể hoàn tiền","adj","/rɪˈfʌn.də.bəl/","I’d suggest you buy a refundable ticket.","Tôi đề nghị bạn mua vé có thể hoàn tiền."
"30_Days_TOEIC","RL7","refund","hoàn tiền","noun","/ˈriː.fʌnd/","You will receive a cash refund within five business days.","Bạn sẽ nhận được khoản hoàn tiền bằng tiền mặt trong vòng năm ngày làm việc."
"30_Days_TOEIC","RL7","hire","tuyển dụng","verb","/ˈhaɪər/","Do you think we should hire more staff?","Bạn có nghĩ rằng chúng ta nên tuyển thêm nhân viên không?"
"30_Days_TOEIC","RL7","electronically","bằng phương tiện điện tử","adverb","/iˌlekˈtrɑː.nɪ.kəl.i/","You can fill out the survey online and submit it electronically.","Bạn có thể điền khảo sát trực tuyến và nộp nó bằng phương thức điện tử."
"30_Days_TOEIC","RL7","payment","khoản thanh toán","noun","/ˈpeɪ.mənt/","Your payment is ten days overdue.","Khoản thanh toán của bạn đã quá hạn mười ngày."
"30_Days_TOEIC","RL7","influence","tác động đến suy nghĩ hoặc hành động của ai đó","verb","/ˈɪn.flu.əns/","Most of my paintings were influenced by my visit there.","Hầu hết các bức tranh của tôi đều chịu ảnh hưởng từ chuyến thăm đó."
"30_Days_TOEIC","RL7","influential","có sức ảnh hưởng lớn","adj","/ˌɪn.fluˈen.ʃəl/","He is one of the most influential figures in the industry.","Anh ấy là một trong những nhân vật có ảnh hưởng nhất trong ngành."
"30_Days_TOEIC","RL7","charity","tổ chức từ thiện","noun","/ˈtʃer.ə.t̬i/","I’m here to register for the charity bicycle race.","Tôi đến để đăng ký cuộc đua xe đạp từ thiện."
"30_Days_TOEIC","RL7","charitable","liên quan đến từ thiện, giúp đỡ người khác","adj","/ˈtʃer.ə.t̬ə.bəl/","The foundation supports several charitable causes worldwide.","Tổ chức này hỗ trợ nhiều hoạt động từ thiện trên toàn cầu."
"30_Days_TOEIC","RL7","a couple of","một vài","determiner","/ə ˈkʌp.əl əv/","I bought it from your store a couple of years ago.","Tôi đã mua nó từ cửa hàng của bạn cách đây vài năm."
"30_Days_TOEIC","RL7","property","tài sản hoặc bất động sản sở hữu","noun","/ˈprɑː.pɚ.t̬i/","We have a property available on Ridge Road.","Chúng tôi có một bất động sản sẵn sàng trên đường Ridge."
"30_Days_TOEIC","RL7","leak","chỗ rò rỉ","noun","/liːk/","The leak’s been repaired, but the wall has several cracks.","Chỗ rò rỉ đã được sửa, nhưng bức tường có vài vết nứt."
"30_Days_TOEIC","RL7","leaky","bị rò rỉ","adj","/ˈliː.ki/","The technician replaced a leaky pipe under the kitchen sink.","Kỹ thuật viên đã thay một ống nước bị rò dưới bồn rửa bát."
"30_Days_TOEIC","RL7","management","quản lý","noun","/ˈmæn.ɪdʒ.mənt/","Management is going to give us a bonus this month.","Ban quản lý sẽ thưởng cho chúng ta trong tháng này."
"30_Days_TOEIC","RL7","apply","nộp đơn hoặc yêu cầu chính thức","verb","/əˈplaɪ/","I wish I had the background to apply for the position.","Tôi ước gì mình có đủ năng lực để nộp đơn cho vị trí đó."
"30_Days_TOEIC","RL7","application","đơn xin hoặc yêu cầu chính thức","noun","/ˌæp.ləˈkeɪ.ʃən/","Your application must be submitted by Friday afternoon.","Đơn xin của bạn phải được nộp trước chiều thứ Sáu."
"30_Days_TOEIC","RL7","applicant","người nộp đơn","noun","/ˈæp.lə.kənt/","Each applicant must provide two professional references.","Mỗi ứng viên phải cung cấp hai người giới thiệu chuyên môn."
"30_Days_TOEIC","RL7","last-minute","phút chót","adj","/ˌlæstˈmɪn.ɪt/","Ms. Choi left for a last-minute business trip this morning.","Cô Choi đã đi công tác vào phút chót sáng nay."
"30_Days_TOEIC","RL7","collection","bộ sưu tập","noun","/kəˈlek.ʃən/","Our collection of eighteenth-century sculptures is on display.","Bộ sưu tập các tác phẩm điêu khắc thế kỷ 18 của chúng tôi đang được trưng bày."
"30_Days_TOEIC","RL7","maintenance","bảo trì","noun","/ˈmeɪn.tən.əns/","IT is doing maintenance on our servers the last weekend in March.","Bộ phận IT sẽ bảo trì máy chủ của chúng tôi vào cuối tuần cuối tháng Ba."
"30_Days_TOEIC","RL7","originally","ban đầu","adverb","/əˈrɪdʒ.ən.əl.i/","Which seat was the woman originally assigned to?","Người phụ nữ ban đầu được xếp vào chỗ ngồi nào?"
"30_Days_TOEIC","RL7","original","ban đầu, gốc","adj","/əˈrɪdʒ.ən.əl/","Please present the original receipt for a refund.","Vui lòng xuất trình hóa đơn gốc để được hoàn tiền."
"30_Days_TOEIC","RL7","progress","sự tiến bộ","noun","/ˈprɑː.ɡres/","We’ve made a lot of progress on the print advertisements.","Chúng tôi đã đạt được nhiều tiến bộ trong việc quảng cáo in ấn."
"30_Days_TOEIC","RL7","fascinating","thú vị, cuốn hút","adj","/ˈfæs.ən.eɪ.t̬ɪŋ/","Your books offer a fascinating look at Asian history.","Sách của bạn mang đến một góc nhìn đầy cuốn hút về lịch sử châu Á."
"30_Days_TOEIC","RL7","cancel","hủy bỏ","verb","/ˈkæn.səl/","I need to cancel my appointment for an eye exam on Wednesday.","Tôi cần hủy cuộc hẹn khám mắt vào thứ Tư."
"30_Days_TOEIC","RL7","cancellation","sự hủy bỏ","noun","/ˌkæn.səlˈeɪ.ʃən/","There is a $25 fee for late cancellation of appointments.","Có phí $25 cho việc hủy cuộc hẹn trễ."
"30_Days_TOEIC","RL7","lack","thiếu hụt","verb","/læk/","Our research group lacks experience for the next project.","Nhóm nghiên cứu của chúng tôi thiếu kinh nghiệm cho dự án tiếp theo."
"30_Days_TOEIC","RL7","lack","sự thiếu hụt","noun","/læk/","There is a lack of clerical support in the new department.","Có sự thiếu hỗ trợ hành chính trong phòng ban mới."
"30_Days_TOEIC","RL7","luncheon","bữa trưa trang trọng","noun","/ˈlʌn.tʃən/","I’m organizing a luncheon for an employee who's retiring from my company.","Tôi đang tổ chức một bữa trưa trang trọng cho một nhân viên sắp nghỉ hưu ở công ty tôi."
"30_Days_TOEIC","RL7","later","sau đó","adverb","/ˈleɪ.t̬ɚ/","Can I call you back a bit later to talk about the tour?","Tôi có thể gọi lại cho bạn sau một chút để nói về chuyến tham quan không?"
"30_Days_TOEIC","RL7","edition","ấn bản","noun","/ɪˈdɪʃ.ən/","Check out our ad in the weekend edition of the California Times.","Xem quảng cáo của chúng tôi trong ấn bản cuối tuần của báo California Times."
"30_Days_TOEIC","RL7","missing","bị thiếu","adj","/ˈmɪs.ɪŋ/","It looks like the transaction number is missing.","Có vẻ như số giao dịch đang bị thiếu."
"30_Days_TOEIC","RL7","select","chọn lựa","verb","/səˈlekt/","Could you help me select some paint?","Bạn có thể giúp tôi chọn một số loại sơn không?"
"30_Days_TOEIC","RL7","selection","sự lựa chọn","noun","/səˈlek.ʃən/","We offer a wide selection of imported furniture.","Chúng tôi cung cấp nhiều lựa chọn đồ nội thất nhập khẩu."
"30_Days_TOEIC","RL7","deposit","tiền gửi hoặc tiền đặt cọc","noun","/dɪˈpɑː.zɪt/","A cash deposit is required.","Cần có một khoản đặt cọc bằng tiền mặt."
"30_Days_TOEIC","RL7","deposit","gửi tiền vào tài khoản","verb","/dɪˈpɑː.zɪt/","Your money’s been deposited into your savings account.","Tiền của bạn đã được gửi vào tài khoản tiết kiệm."
"30_Days_TOEIC","RL7","layout","bố cục hoặc cách sắp xếp tổng thể","noun","/ˈleɪ.aʊt/","I have to finish the layout of the front page.","Tôi phải hoàn thành bố cục trang nhất."
"30_Days_TOEIC","RL7","lay out","sắp xếp, bố trí có tổ chức","verb","/leɪ aʊt/","She laid out the brochures neatly on the table.","Cô ấy đã bày các tờ rơi một cách gọn gàng trên bàn."
"30_Days_TOEIC","RL7","terrific","tuyệt vời","adj","/təˈrɪf.ɪk/","Frederick’s done a terrific job with the project.","Frederick đã làm rất tốt với dự án này."
"30_Days_TOEIC","RL7","lay off","cho nghỉ việc do cắt giảm","verb","/leɪ ɔːf/","Lots of companies around here laid off employees recently.","Nhiều công ty quanh đây đã cho nhân viên nghỉ việc gần đây."
"30_Days_TOEIC","RL7","detail","thông tin chi tiết","noun","/ˈdiː.teɪl/","I’ll call him right now and get more details.","Tôi sẽ gọi cho anh ấy ngay để lấy thêm chi tiết."
"30_Days_TOEIC","RL7","detailed","chi tiết, đầy đủ thông tin","adj","/ˈdiː.teɪld/","They submitted a detailed proposal for the new campaign.","Họ đã nộp bản đề xuất chi tiết cho chiến dịch mới."
"30_Days_TOEIC","RL7","calculate","tính toán","verb","/ˈkæl.kjə.leɪt/","I’ll just need the recipient's address so that I can calculate delivery costs.","Tôi chỉ cần địa chỉ người nhận để có thể tính chi phí giao hàng."
"30_Days_TOEIC","RL7","calculation","tính toán","noun","/ˌkæl.kjəˈleɪ.ʃən/","Your calculation of the budget was very accurate.","Việc tính toán ngân sách của bạn rất chính xác."
"30_Days_TOEIC","RL7","calculator","máy tính (để tính toán)","noun","/ˈkæl.kjə.leɪ.t̬ɚ/","I always keep a calculator on my desk for quick math.","Tôi luôn để máy tính trên bàn để tính nhanh."
"30_Days_TOEIC","RL7","mix-up","sự nhầm lẫn","noun","/ˈmɪks.ʌp/","I’m sure there was a mix-up at layout.","Tôi chắc chắn đã có sự nhầm lẫn trong phần bố cục."
"30_Days_TOEIC","RL7","mix up","nhầm lẫn","verb","/mɪks ʌp/","The woman mixed up her appointment date.","Người phụ nữ đã nhầm ngày hẹn của mình."
"30_Days_TOEIC","RL7","advertisement","quảng cáo","noun","/ˌæd.vɚˈtaɪz.mənt/","Do you think a newspaper advertisement would be effective?","Bạn có nghĩ rằng một mẫu quảng cáo trên báo sẽ hiệu quả không?"
"30_Days_TOEIC","RL7","catering","dịch vụ ăn uống cho sự kiện","noun","/ˈkeɪ.t̬ɚ.ɪŋ/","I’m not sure we should hire a catering service.","Tôi không chắc chúng ta có nên thuê dịch vụ ăn uống không."
"30_Days_TOEIC","RL7","cater","phục vụ đồ ăn cho sự kiện hoặc nhóm người","verb","/ˈkeɪ.t̬ɚ/","The hotel restaurant caters to business travelers.","Nhà hàng khách sạn phục vụ cho khách công tác."
"30_Days_TOEIC","RL7","caterer","người cung cấp dịch vụ ăn uống","noun","/ˈkeɪ.t̬ɚ.ɚ/","We need to choose a caterer for the awards ceremony.","Chúng ta cần chọn một đơn vị cung cấp đồ ăn cho lễ trao giải."
"30_Days_TOEIC","RL7","error","sai sót","noun","/ˈer.ɚ/","I need you to correct this error as soon as possible.","Tôi cần bạn sửa lỗi này càng sớm càng tốt."
"30_Days_TOEIC","RL7","overcharge","tính giá cao hơn thực tế","verb","/ˌoʊ.vɚˈtʃɑːrdʒ/","She was overcharged for a service.","Cô ấy đã bị tính phí quá cao cho một dịch vụ."
"30_Days_TOEIC","RL7","routine","thường lệ, định kỳ","adj","/ruːˈtiːn/","We will close the library early for some routine maintenance work.","Chúng tôi sẽ đóng cửa thư viện sớm để thực hiện một số công việc bảo trì định kỳ."
"30_Days_TOEIC","RL7","routine","thói quen hàng ngày","noun","/ruːˈtiːn/","Now I just have to get back into a work routine.","Giờ tôi chỉ cần quay lại với nhịp làm việc thường ngày."
"30_Days_TOEIC","RL7","develop","phát triển hoặc cải tiến điều gì đó","verb","/dɪˈvel.əp/","He developed the system we're currently using.","Anh ấy đã phát triển hệ thống mà chúng ta đang sử dụng hiện nay."
"30_Days_TOEIC","RL7","development","quá trình phát triển","noun","/dɪˈvel.əp.mənt/","This marks a major development in the company’s product line.","Đây là một bước phát triển lớn trong dòng sản phẩm của công ty."
"30_Days_TOEIC","RL7","register","đăng ký","verb","/ˈredʒ.ə.stɚ/","Have a lot of people registered for this afternoon’s seminar?","Có nhiều người đã đăng ký buổi hội thảo chiều nay chưa?"
"30_Days_TOEIC","RL7","register","máy tính tiền","noun","/ˈredʒ.ə.stɚ/","This cash register’s out of receipt paper already!","Máy tính tiền này đã hết giấy in hóa đơn rồi!"
"30_Days_TOEIC","RL7","registration","quá trình đăng ký","noun","/ˌredʒ.əˈstreɪ.ʃən/","Online registration is required for all workshops.","Tất cả các hội thảo đều yêu cầu đăng ký trực tuyến."
"30_Days_TOEIC","RL7","attract","thu hút","verb","/əˈtrækt/","We need to do something to attract more people to the restaurant.","Chúng ta cần làm gì đó để thu hút thêm khách đến nhà hàng."
"30_Days_TOEIC","RL7","attraction","điểm thu hút","noun","/əˈtræk.ʃən/","The museum is a popular tourist attraction.","Bảo tàng là một điểm thu hút du lịch nổi tiếng."
"30_Days_TOEIC","RL7","attractive","hấp dẫn, lôi cuốn","adj","/əˈtræk.tɪv/","They’re offering an attractive benefits package for new hires.","Họ đang cung cấp gói phúc lợi hấp dẫn cho nhân viên mới."
"30_Days_TOEIC","RL7","out of town","không có mặt ở địa phương","adj","/ˌaʊt̬ əv ˈtaʊn/","My sister is visiting from out of town.","Chị tôi đến chơi từ nơi khác."
"30_Days_TOEIC","RL7","rush","sự vội vã","noun","/rʌʃ/","I’ll let your waiter know that you’re in a rush.","Tôi sẽ báo cho phục vụ biết rằng bạn đang vội."
"30_Days_TOEIC","RL7","rush","vội vàng","verb","/rʌʃ/","We won’t have to rush to check in.","Chúng ta sẽ không cần phải vội vã làm thủ tục nhận phòng."
"30_Days_TOEIC","RL7","manufacturer","nhà sản xuất","noun","/ˌmæn.jəˈfæk.tʃɚ.ɚ/","I’ll call the manufacturer for the price list.","Tôi sẽ gọi cho nhà sản xuất để lấy bảng giá."
"30_Days_TOEIC","RL7","manufacture","sản xuất","verb","/ˌmæn.jəˈfæk.tʃɚ/","This company manufactures car parts for several brands.","Công ty này sản xuất linh kiện ô tô cho nhiều thương hiệu."
"30_Days_TOEIC","RL7","negotiate","thương lượng để đạt thỏa thuận","verb","/nəˈɡoʊ.ʃi.eɪt/","We negotiated a lower hourly rate for labor.","Chúng tôi đã thương lượng được mức lương theo giờ thấp hơn cho lao động."
"30_Days_TOEIC","RL7","negotiation","đàm phán","noun","/nəˌɡoʊ.ʃiˈeɪ.ʃən/","Negotiation of the new contract will begin next week.","Việc đàm phán hợp đồng mới sẽ bắt đầu vào tuần tới."
"30_Days_TOEIC","RL7","tenant","người thuê nhà","noun","/ˈten.ənt/","You know how we paint each apartment before new tenants move in?","Bạn biết là chúng ta sơn lại mỗi căn hộ trước khi người thuê mới chuyển vào mà?"
"30_Days_TOEIC","RL8","award","giải thưởng","noun","/əˈwɔːrd/","We received the award for the best household moving company.","Chúng tôi đã nhận được giải thưởng cho công ty chuyển nhà tốt nhất."
"30_Days_TOEIC","RL8","award","trao giải thưởng","verb","/əˈwɔːrd/","Cash prizes will be awarded to the top three performers.","Phần thưởng tiền mặt sẽ được trao cho ba người biểu diễn xuất sắc nhất."
"30_Days_TOEIC","RL8","feature","tính năng, đặc điểm nổi bật","noun","/ˈfiː.tʃɚ/","This mixer includes a lot of great new features.","Máy trộn này có nhiều tính năng mới tuyệt vời."
"30_Days_TOEIC","RL8","feature","trình bày, làm nổi bật","verb","/ˈfiː.tʃɚ/","This exhibit features musical instruments from Western Europe.","Triển lãm này trưng bày nhạc cụ từ Tây Âu."
"30_Days_TOEIC","RL8","featured","được giới thiệu, nổi bật","adj","/ˈfiː.tʃɚd/","The featured speaker at the event is a renowned economist.","Diễn giả chính của sự kiện là một nhà kinh tế học nổi tiếng."
"30_Days_TOEIC","RL8","souvenir","vật lưu niệm","noun","/ˌsuː.vəˈnɪr/","Our tour lasts approximately two hours and ends back here at the souvenir shop.","Chuyến tham quan kéo dài khoảng hai tiếng và kết thúc tại cửa hàng lưu niệm này."
"30_Days_TOEIC","RL8","broadcast","phát sóng","verb","/ˈbrɔːd.kæst/","The event is being broadcast live.","Sự kiện đang được phát sóng trực tiếp."
"30_Days_TOEIC","RL8","broadcaster","đơn vị phát sóng nội dung truyền thông","noun","/ˈbrɔːdˌkæs.tɚ/","The broadcaster received praise for its live election coverage.","Đài truyền hình nhận được lời khen cho việc đưa tin bầu cử trực tiếp."
"30_Days_TOEIC","RL8","representative","người đại diện","noun","/ˌrep.rɪˈzen.tə.tɪv/","Please stay on the line and a sales representative will be with you.","Vui lòng giữ máy, sẽ có nhân viên bán hàng hỗ trợ bạn."
"30_Days_TOEIC","RL8","represent","đại diện, thay mặt hoặc biểu thị cho ai/cái gì","verb","/ˌrep.rɪˈzent/","The logo represents the company’s commitment to quality.","Logo đại diện cho cam kết chất lượng của công ty."
"30_Days_TOEIC","RL8","demonstration","buổi trình diễn hoặc minh họa","noun","/ˌdem.ənˈstreɪ.ʃən/","A cooking demonstration will begin in our seafood department.","Một buổi trình diễn nấu ăn sẽ bắt đầu tại khu hải sản của chúng tôi."
"30_Days_TOEIC","RL8","demonstrate","chứng minh hoặc trình diễn điều gì đó","verb","/ˈdem.ən.streɪt/","The instructor demonstrated the correct way to use the equipment.","Người hướng dẫn đã trình diễn cách sử dụng thiết bị đúng."
"30_Days_TOEIC","RL8","culinary","liên quan đến ẩm thực","adj","/ˈkʌl.ə.ner.i/","You can sample a variety of healthy snacks in our culinary school.","Bạn có thể thử nhiều loại món ăn nhẹ lành mạnh tại trường dạy nấu ăn của chúng tôi."
"30_Days_TOEIC","RL8","hesitate","do dự, ngần ngại","verb","/ˈhez.ɪ.teɪt/","Please don’t hesitate to ask me any questions.","Xin đừng ngần ngại hỏi tôi bất kỳ câu hỏi nào."
"30_Days_TOEIC","RL8","hesitation","sự do dự, ngần ngại","noun","/ˌhez.ɪˈteɪ.ʃən/","Do not hesitate to contact us for more information.","Đừng ngần ngại liên hệ với chúng tôi để biết thêm thông tin."
"30_Days_TOEIC","RL8","proceed to","tiếp tục đến","phrasal verb","/prəˈsiːd tuː/","Please pick up a voucher at the desk and then proceed to the lounge.","Vui lòng lấy phiếu tại quầy và sau đó tiếp tục đến phòng chờ."
"30_Days_TOEIC","RL8","proceed with","tiếp tục thực hiện","phrasal verb","/prəˈsiːd wɪð/","The team decided to proceed with the work despite the delays.","Nhóm đã quyết định tiếp tục công việc mặc dù có sự chậm trễ."
"30_Days_TOEIC","RL8","alternative","sự lựa chọn thay thế","noun","/ɔːlˈtɝː.nə.t̬ɪv/","This healthy snack is a great alternative to junk food.","Món ăn nhẹ lành mạnh này là một sự lựa chọn tuyệt vời thay thế cho đồ ăn vặt không tốt."
"30_Days_TOEIC","RL8","alternatively","một cách khác","adverb","/ɔːlˈtɝː.nə.t̬ɪv.li/","Alternatively, you can take the bus instead of driving.","Bạn cũng có thể đi xe buýt thay vì lái xe."
"30_Days_TOEIC","RL8","alternate","thay phiên, xen kẽ hoặc lựa chọn khác","adj","/ˈɑːl.tɚ.nət/","Taking an alternate route can help avoid traffic jams.","Đi đường khác có thể giúp tránh tắc đường."
"30_Days_TOEIC","RL8","attendee","người tham dự","noun","/əˌtenˈdiː/","Attendees can bring in their own food and drink.","Người tham dự có thể mang đồ ăn và thức uống của riêng mình vào."
"30_Days_TOEIC","RL8","attendant","người phục vụ hoặc trợ giúp","noun","/əˈten.dənt/","Flight attendant","nhân viên phục vụ trên máy bay, parking attendant"
"30_Days_TOEIC","RL8","attend","tham dự","verb","/əˈtend/","She will attend the conference next week.","Cô ấy sẽ tham dự hội nghị vào tuần tới."
"30_Days_TOEIC","RL8","reward","phần thưởng","noun","/rɪˈwɔːrd/","What will the final winner be rewarded with?","Người chiến thắng cuối cùng sẽ được thưởng gì?"
"30_Days_TOEIC","RL8","rewarding","đem lại sự hài lòng, xứng đáng với công sức bỏ ra","adj","/rɪˈwɔːr.dɪŋ/","Teaching young children can be a very rewarding experience.","Dạy trẻ nhỏ có thể là một trải nghiệm rất bổ ích."
"30_Days_TOEIC","RL8","patron","khách quen, người ủng hộ","noun","/ˈpeɪ.trən/","This was made possible by generous contributions from patrons like you.","Điều này trở nên khả thi nhờ những đóng góp rộng lượng từ các khách hàng như bạn."
"30_Days_TOEIC","RL8","patronage","sự ủng hộ, tài trợ thường xuyên","noun","/ˈpeɪ.trə.nɪdʒ/","The theater depends on patronage to fund its productions.","Nhà hát phụ thuộc vào sự tài trợ để duy trì các buổi diễn."
"30_Days_TOEIC","RL8","customer","khách hàng","noun","/ˈkʌs.tə.mɚ/","Customers expect excellent service and quality products.","Khách hàng mong đợi dịch vụ xuất sắc và sản phẩm chất lượng."
"30_Days_TOEIC","RL8","loyal","trung thành","adj","/ˈlɔɪ.əl/","Thank you for being our loyal customers over the past five years.","Cảm ơn bạn đã là khách hàng trung thành của chúng tôi trong suốt năm năm qua."
"30_Days_TOEIC","RL8","loyalty","sự trung thành","noun","/ˈlɔɪ.əl.ti/","Customer loyalty is essential for business success.","Lòng trung thành của khách hàng là điều cần thiết cho sự thành công của doanh nghiệp."
"30_Days_TOEIC","RL8","applause","tiếng vỗ tay tán thưởng","noun","/əˈplɔːz/","Let’s give a nice round of applause for Margaret Lopez.","Chúng ta hãy dành một tràng pháo tay nồng nhiệt cho Margaret Lopez."
"30_Days_TOEIC","RL8","applaud","vỗ tay tán thưởng","verb","/əˈplɔːd/","Everyone applauded when the concert ended.","Mọi người đã vỗ tay khi buổi hòa nhạc kết thúc."
"30_Days_TOEIC","RL8","reputation","danh tiếng, uy tín","noun","/ˌrep.jəˈteɪ.ʃən/","Are you looking for a travel agency with a solid reputation?","Bạn có đang tìm một đại lý du lịch có uy tín vững chắc không?"
"30_Days_TOEIC","RL8","outgoing","cởi mở, hòa đồng","adj","/ˌaʊtˈɡoʊ.ɪŋ/","There has been a time change for the luncheon for the outgoing president.","Đã có thay đổi giờ cho bữa tiệc trưa của vị chủ tịch sắp mãn nhiệm."
"30_Days_TOEIC","RL8","incoming","đến nơi, sắp tới","adj","/ˈɪn.kʌm.ɪŋ/","Gusty wind conditions are causing delays of both incoming and outgoing flights.","Gió mạnh đang gây trì hoãn cả các chuyến bay đến và đi."
"30_Days_TOEIC","RL8","comprehensive","toàn diện, bao quát","adj","/ˌkɑːm.prɪˈhen.sɪv/","For a comprehensive list of our upcoming events, please visit our Web site.","Để xem danh sách toàn diện các sự kiện sắp tới, vui lòng truy cập trang web của chúng tôi."
"30_Days_TOEIC","RL8","comprehend","hiểu biết, nắm bắt ý nghĩa","verb","/ˌkɑːm.prɪˈhend/","Many people find it difficult to comprehend advanced mathematics.","Nhiều người thấy khó hiểu toán học nâng cao."
"30_Days_TOEIC","RL8","comprehensible","dễ hiểu","adj","/ˌkɑːm.prɪˈhen.sə.bəl/","The report was written in clear and comprehensible language.","Báo cáo được viết bằng ngôn ngữ rõ ràng và dễ hiểu."
"30_Days_TOEIC","RL8","direct","hướng dẫn","verb","/dəˈrekt/","May I please see your ticket so I can direct you to your seat?","Xin vui lòng cho tôi xem vé của bạn để tôi có thể hướng dẫn bạn đến chỗ ngồi."
"30_Days_TOEIC","RL8","direction","hướng dẫn","noun","/dəˈrek.ʃən/","Follow the direction on the map to reach the venue.","Theo hướng dẫn trên bản đồ để đến địa điểm."
