"Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"ETS-LC-2","reminder","lời nhắc","noun","/rɪˈmaɪn.dɚ/","You’ll receive a reminder before the appointment.","Bạn sẽ nhận được lời nhắc trước cuộc hẹn."
"ETS-LC-2","surrounding","xung quanh","adj","/səˈraʊn.dɪŋ/","The surrounding buildings were damaged in the storm.","Các tòa nhà xung quanh bị hư hại trong cơn bão."
"ETS-LC-2","opposition","sự phản đối hoặc đối lập","noun","/ˌɑː.pəˈzɪʃ.ən/","The proposal faced strong opposition from employees.","Đề xuất vấp phải sự phản đối mạnh mẽ từ nhân viên."
"ETS-LC-2","adjust","điều chỉnh","verb","/əˈdʒʌst/","You can adjust the seat height by turning this knob.","Bạn có thể điều chỉnh độ cao ghế bằng cách xoay núm này."
"ETS-LC-2","durable","bền, sử dụng lâu dài","adj","/ˈdʊr.ə.bəl/","These boots are made from durable materials.","Đôi giày này được làm từ vật liệu bền chắc."
"ETS-LC-2","rave review","đánh giá rất tích cực","noun","/reɪv rɪˈvjuː/","The restaurant received rave reviews from critics.","Nhà hàng nhận được nhiều đánh giá tích cực từ các nhà phê bình."
"ETS-LC-2","nutrition","dinh dưỡng","noun","/nuːˈtrɪʃ.ən/","Proper nutrition is essential for maintaining good health.","Dinh dưỡng hợp lý rất cần thiết để duy trì sức khỏe tốt."
"ETS-LC-2","justify","biện minh hoặc đưa ra lý do hợp lý","verb","/ˈdʒʌs.tə.faɪ/","The manager tried to justify the additional expenses.","Người quản lý cố gắng biện minh cho các chi phí phát sinh."
"ETS-LC-2","criticize","chỉ trích, phê bình","verb","/ˈkrɪt̬.ɪ.saɪz/","Customers criticized the restaurant for poor service.","Khách hàng đã chỉ trích nhà hàng vì dịch vụ kém."
"ETS-LC-2","inconvenience","sự bất tiện, phiền toái","noun","/ˌɪn.kənˈviːn.jəns/","We apologize for the inconvenience caused by the delay.","Chúng tôi xin lỗi vì sự bất tiện do sự chậm trễ gây ra."
"ETS-LC-2","anticipate","mong đợi, dự đoán điều gì xảy ra","verb","/ænˈtɪs.ə.peɪt/","We anticipate increased sales during the holiday season.","Chúng tôi dự đoán doanh số sẽ tăng trong mùa lễ."
"ETS-LC-3","remove","loại bỏ, dọn đi, lấy ra khỏi nơi nào đó","verb","/rɪˈmuːv/","Please remove your shoes before entering.","Vui lòng tháo giày trước khi vào."
"ETS-LC-3","spill","làm đổ, làm tràn chất lỏng","verb/noun","/spɪl/","Be careful not to spill the coffee.","Cẩn thận kẻo làm đổ cà phê."
"ETS-LC-3","railing","lan can hoặc hàng rào chắn","noun","/ˈreɪ.lɪŋ/","He leaned on the railing while waiting.","Anh ấy tựa vào lan can trong khi chờ đợi."
"ETS-LC-3","arrange","sắp xếp","verb","/əˈreɪndʒ/","They arranged the chairs in a circle.","Họ sắp xếp ghế thành vòng tròn."
"ETS-LC-3","out of stock","hết hàng","phrase","/aʊt əv stɒk/","The item is currently out of stock.","Mặt hàng này hiện đang hết hàng."
"ETS-LC-3","be scheduled to","được lên lịch làm gì vào thời gian cụ thể","phrase","/biː ˈʃed.juːld tuː/","The flight is scheduled to depart at 8 PM.","Chuyến bay được lên lịch cất cánh lúc 8 giờ tối."
"ETS-LC-3","require","yêu cầu, đòi hỏi","verb","/rɪˈkwaɪər/","The job requires strong communication skills.","Công việc đòi hỏi kỹ năng giao tiếp tốt."
"ETS-LC-3","charge","tính phí; khoản phí phải trả","verb/noun","/tʃɑːrdʒ/","They charge $10 for delivery.","Họ tính phí $10 cho việc giao hàng."
"ETS-LC-3","supervisor","người giám sát","noun","/ˈsuː.pə.vaɪ.zər/","Please contact your supervisor for approval.","Vui lòng liên hệ với người giám sát để được phê duyệt."
"ETS-LC-3","harvest","thu hoạch mùa màng","verb/noun","/ˈhɑː.vɪst/","Farmers harvest the crops in autumn.","Nông dân thu hoạch mùa màng vào mùa thu."
"ETS-LC-3","demonstration","sự trình diễn hoặc biểu tình","noun","/ˌdem.ənˈstreɪ.ʃən/","The chef gave a cooking demonstration.","Đầu bếp đã trình diễn nấu ăn."
"ETS-LC-3","prefer","thích hơn, ưu tiên hơn","verb","/prɪˈfɜːr/","I prefer tea to coffee.","Tôi thích trà hơn cà phê."
"ETS-LC-3","aisle","lối đi giữa các hàng","noun","/aɪl/","Please keep the aisle clear.","Vui lòng giữ lối đi thông thoáng."
"ETS-LC-3","officially","một cách chính thức","adverb","/əˈfɪʃ.əl.i/","The event officially starts at 10 a.m.","Sự kiện chính thức bắt đầu lúc 10 giờ sáng."
"ETS-LC-3","sign a contract","ký hợp đồng","phrase (verb)","/saɪn ə ˈkɒn.trækt/","We signed a contract with the supplier.","Chúng tôi đã ký hợp đồng với nhà cung cấp."
"ETS-LC-3","donate","quyên góp, ủng hộ","verb","/ˈdəʊ.neɪt/","They donated money to the charity.","Họ đã quyên góp tiền cho tổ chức từ thiện."
"ETS-LC-3","foundation","nền tảng hoặc tổ chức từ thiện","noun","/faʊnˈdeɪ.ʃən/","The foundation supports education.","Tổ chức từ thiện hỗ trợ giáo dục."
"ETS-LC-3","organization","tổ chức","noun","/ˌɔː.ɡən.aɪˈzeɪ.ʃən/","The organization helps homeless people.","Tổ chức này giúp người vô gia cư."
"ETS-LC-3","expand","mở rộng","verb","/ɪkˈspænd/","The company plans to expand overseas.","Công ty dự định mở rộng ra nước ngoài."
"ETS-LC-3","create","tạo ra","verb","/kriˈeɪt/","This app was created by a student.","Ứng dụng này được tạo ra bởi một sinh viên."
"ETS-LC-3","application","đơn ứng tuyển hoặc ứng dụng","noun","/ˌæp.ləˈkeɪ.ʃən/","The job application is due tomorrow.","Đơn xin việc đến hạn vào ngày mai."
"ETS-LC-3","registration","sự đăng ký","noun","/ˌredʒ.ɪˈstreɪ.ʃən/","Online registration is available.","Đăng ký trực tuyến có sẵn."
"ETS-LC-3","participant","người tham gia","noun","/pɑːˈtɪs.ɪ.pənt/","Each participant will receive a certificate.","Mỗi người tham gia sẽ nhận được chứng chỉ."
"ETS-LC-3","impressive","ấn tượng","adjective","/ɪmˈpres.ɪv/","She gave an impressive performance.","Cô ấy đã thể hiện một màn trình diễn ấn tượng."
"ETS-LC-3","turnout","số người tham dự","noun","/ˈtɜːn.aʊt/","There was a large turnout at the event.","Có rất nhiều người tham dự sự kiện."
"ETS-LC-3","certainly","chắc chắn, dĩ nhiên","adverb","/ˈsɜː.tən.li/","I will certainly help you.","Tôi chắc chắn sẽ giúp bạn."
"ETS-LC-3","variety","sự đa dạng","noun","/vəˈraɪ.ə.ti/","The store offers a variety of goods.","Cửa hàng cung cấp nhiều loại hàng hóa."
"ETS-LC-3","streamline","tinh giản, sắp xếp hợp lý","verb","/ˈstriːm.laɪn/","We need to streamline our workflow.","Chúng ta cần sắp xếp lại quy trình làm việc cho hợp lý."
"ETS-LC-3","specific","cụ thể, rõ ràng","adjective","/spəˈsɪf.ɪk/","Can you be more specific?","Bạn có thể nói cụ thể hơn không?"
"ETS-LC-3","executive","giám đốc điều hành","noun","/ɪɡˈzek.jə.tɪv/","She is a senior executive in the company.","Cô ấy là giám đốc cấp cao trong công ty."
"ETS-LC-3","administrative","thuộc về hành chính","adjective","/ədˈmɪn.ɪ.strə.tɪv/","She handles administrative tasks.","Cô ấy xử lý các công việc hành chính."
"ETS-LC-3","investment","sự đầu tư","noun","/ɪnˈvest.mənt/","They made a big investment in real estate.","Họ đã đầu tư lớn vào bất động sản."
"ETS-LC-3","cost estimate","dự toán chi phí","noun","/kɒst ˈes.tɪ.meɪt/","We need a cost estimate before starting the project.","Chúng ta cần một dự toán chi phí trước khi bắt đầu dự án."
"ETS-LC-3","revise","xem lại, sửa đổi","verb","/rɪˈvaɪz/","She had to revise the report.","Cô ấy phải sửa lại báo cáo."
"ETS-LC-3","unfortunately","thật không may","adverb","/ʌnˈfɔː.tʃən.ət.li/","Unfortunately, we missed the train.","Thật không may, chúng tôi đã lỡ chuyến tàu."
"ETS-LC-3","appointment","cuộc hẹn","noun","/əˈpɔɪnt.mənt/","I have a dentist appointment at 3 PM.","Tôi có hẹn với nha sĩ lúc 3 giờ chiều."
"ETS-LC-3","instruction","hướng dẫn","noun","/ɪnˈstrʌk.ʃən/","Follow the instruction carefully.","Làm theo hướng dẫn một cách cẩn thận."
"ETS-LC-3","rack","giá đỡ","noun","/ræk/","He placed the files on the rack.","Anh ấy đặt tài liệu lên giá."
"ETS-LC-3","adjust","điều chỉnh","verb","/əˈdʒʌst/","You can adjust the height of the chair.","Bạn có thể điều chỉnh độ cao của ghế."
"ETS-LC-3","determine","xác định","verb","/dɪˈtɜː.mɪn/","We need to determine the cause of the problem.","Chúng ta cần xác định nguyên nhân của vấn đề."
"ETS-LC-3","reasonable","hợp lý","adjective","/ˈriː.zən.ə.bəl/","The price is reasonable.","Giá cả hợp lý."
"ETS-LC-3","production","sự sản xuất","noun","/prəˈdʌk.ʃən/","The factory increased its production.","Nhà máy đã tăng sản lượng."
"ETS-LC-3","prototype","nguyên mẫu","noun","/ˈprəʊ.tə.taɪp/","They tested the prototype of the new phone.","Họ đã thử nghiệm nguyên mẫu điện thoại mới."
"ETS-LC-3","persuade","thuyết phục","verb","/pəˈsweɪd/","She persuaded him to join the team.","Cô ấy đã thuyết phục anh ấy tham gia đội."
"ETS-LC-3","inexpensive","rẻ, không đắt","adjective","/ˌɪn.ɪkˈspen.sɪv/","This hotel is clean and inexpensive.","Khách sạn này sạch sẽ và rẻ."
"ETS-LC-3","assemble","lắp ráp, tập hợp","verb","/əˈsem.bəl/","The workers assembled the machine.","Công nhân đã lắp ráp máy móc."
"ETS-LC-3","issue","vấn đề / phát hành","noun/verb","/ˈɪʃ.uː/","There was an issue with the delivery.","Có vấn đề với việc giao hàng."
"ETS-LC-3","evaluate","đánh giá","verb","/ɪˈvæl.ju.eɪt/","They are evaluating the proposal.","Họ đang đánh giá đề xuất."
"ETS-LC-3","head over to","đi đến","phrasal verb","/hed ˈəʊ.və tuː/","I’ll head over to the office now.","Tôi sẽ đến văn phòng ngay bây giờ."
"ETS-LC-3","accountant","người làm kế toán","noun","/əˈkaʊn.tənt/","The accountant reviewed the financial report.","Kế toán đã xem xét báo cáo tài chính."
"ETS-LC-3","take care of","chăm sóc, xử lý","phrasal verb","/teɪk keə əv/","I’ll take care of the problem.","Tôi sẽ xử lý vấn đề."
"ETS-LC-3","retirement","nghỉ hưu","noun","/rɪˈtaɪə.mənt/","He is planning for his retirement.","Anh ấy đang lên kế hoạch nghỉ hưu."
"ETS-LC-3","celebrate","ăn mừng, tổ chức lễ hội","verb","/ˈsel.ə.breɪt/","We celebrated her promotion with a party.","Chúng tôi đã tổ chức tiệc mừng thăng chức cho cô ấy."
"ETS-LC-3","former","trước đây, cũ","adjective","/ˈfɔː.mə/","She is a former employee of the company.","Cô ấy là nhân viên cũ của công ty."
"ETS-LC-3","colleague","đồng nghiệp","noun","/ˈkɒl.iːɡ/","I discussed the issue with my colleague.","Tôi đã thảo luận vấn đề với đồng nghiệp."
"ETS-LC-3","distribute","phân phát, phân phối","verb","/dɪˈstrɪb.juːt/","They distributed the brochures at the event.","Họ đã phát tờ rơi tại sự kiện."
"ETS-LC-3","urgent","khẩn cấp","adjective","/ˈɜː.dʒənt/","He had to deal with an urgent matter.","Anh ấy phải xử lý một việc khẩn cấp."
"ETS-LC-3","fully equipped","được trang bị đầy đủ","adjective phrase","/ˈfʊl.i ɪˈkwɪpt/","The kitchen is fully equipped.","Nhà bếp được trang bị đầy đủ."
"ETS-LC-3","capability","khả năng","noun","/ˌkeɪ.pəˈbɪl.ə.ti/","The machine has the capability to process data quickly.","Máy có khả năng xử lý dữ liệu nhanh chóng."
"ETS-LC-3","novelty","sự mới lạ","noun","/ˈnɒv.əl.ti/","The novelty of the idea attracted investors.","Sự mới lạ của ý tưởng đã thu hút các nhà đầu tư."
"ETS-LC-3","in time","kịp lúc","phrase","/ɪn taɪm/","He arrived just in time for the meeting.","Anh ấy đến vừa kịp lúc cho cuộc họp."
"ETS-LC-3","notification","thông báo","noun","/ˌnəʊ.tɪ.fɪˈkeɪ.ʃən/","You will receive a notification by email.","Bạn sẽ nhận được một thông báo qua email."
"ETS-LC-3","qualified","đủ điều kiện, đủ năng lực","adjective","/ˈkwɒl.ɪ.faɪd/","She is highly qualified for the job.","Cô ấy rất đủ điều kiện cho công việc này."
"ETS-LC-3","procedure","thủ tục","noun","/prəˈsiː.dʒər/","You must follow the correct procedure.","Bạn phải tuân theo đúng thủ tục."
"ETS-LC-3","investigate","điều tra","verb","/ɪnˈves.tɪ.ɡeɪt/","The police are investigating the case.","Cảnh sát đang điều tra vụ án."
"ETS-LC-3","alert","cảnh giác, chú ý","noun/verb/adjective","/əˈlɜːt/","He was alert to the danger.","Anh ấy cảnh giác với mối nguy hiểm."
"ETS-LC-3","go over","xem lại, kiểm tra lại","phrasal verb","/ɡəʊ ˈəʊ.vər/","Let's go over the report together.","Chúng ta hãy xem lại báo cáo cùng nhau."
"ETS-LC-3","affordable","giá cả phải chăng","adjective","/əˈfɔː.də.bəl/","This hotel is affordable and comfortable.","Khách sạn này có giá cả phải chăng và thoải mái."
"ETS-LC-3","dedication","sự cống hiến","noun","/ˌded.ɪˈkeɪ.ʃən/","Her dedication to work is admirable.","Sự cống hiến của cô ấy cho công việc thật đáng ngưỡng mộ."
"ETS-LC-3","operate","vận hành, điều hành","verb","/ˈɒp.ər.eɪt/","The machine operates efficiently.","Máy hoạt động hiệu quả."
"ETS-LC-3","obtain","đạt được, lấy được","verb","/əbˈteɪn/","You need to obtain permission.","Bạn cần có được sự cho phép."
"ETS-LC-3","open house","ngày mở cửa","noun phrase","/ˌəʊ.pən ˈhaʊs/","We're holding an open house this Saturday.","Chúng tôi tổ chức ngày mở cửa vào thứ Bảy này."
"ETS-LC-3","frequent","thường xuyên","adjective / verb","/ˈfriː.kwənt/","He is a frequent visitor.","Anh ấy là khách đến thường xuyên."
"ETS-LC-3","commercial","thuộc về thương mại","adjective / noun","/kəˈmɜː.ʃəl/","This area is for commercial use.","Khu vực này dành cho mục đích thương mại."
"ETS-LC-3","landscaping","cảnh quan, làm vườn","noun","/ˈlænd.skeɪ.pɪŋ/","The landscaping is beautiful.","Cảnh quan rất đẹp."
"ETS-LC-3","productivity","năng suất","noun","/ˌprɒd.ʌkˈtɪv.ə.ti/","We need to improve productivity.","Chúng ta cần cải thiện năng suất."
"ETS-LC-3","vary","thay đổi, dao động","verb","/ˈveə.ri/","Prices vary depending on the size.","Giá cả thay đổi tùy theo kích cỡ."
"ETS-LC-3","grant","trợ cấp / cấp quyền","noun / verb","/ɡrɑːnt/","He received a research grant.","Anh ấy nhận được trợ cấp nghiên cứu."
"ETS-LC-3","concourse","sảnh lớn, quảng trường","noun","/ˈkɒŋ.kɔːs/","We met at the main concourse.","Chúng tôi gặp nhau ở sảnh chính."
"ETS-LC-3","nutritional","thuộc về dinh dưỡng","adjective","/njuːˈtrɪʃ.ən.əl/","Nutritional value is important.","Giá trị dinh dưỡng rất quan trọng."
"ETS-LC-4","glance at","liếc nhìn","phrasal verb","/ɡlɑːns æt/","She glanced at her watch.","Cô ấy liếc nhìn đồng hồ."
"ETS-LC-4","wipe off","lau sạch","phrasal verb","/waɪp ɒf/","Please wipe off the table.","Làm ơn lau sạch bàn."
"ETS-LC-4","examine","kiểm tra, xem xét","verb","/ɪɡˈzæm.ɪn/","The doctor examined the patient.","Bác sĩ kiểm tra bệnh nhân."
"ETS-LC-4","float","trôi, lơ lửng trên mặt nước","verb","/fləʊt/","The boat floated on the water.","Chiếc thuyền trôi trên mặt nước."
"ETS-LC-4","in the distance","ở xa","phrase","/ɪn ðə ˈdɪs.təns/","We saw the mountains in the distance.","Chúng tôi nhìn thấy những ngọn núi ở đằng xa."
"ETS-LC-4","supplier","nhà cung cấp","noun","/səˈplaɪ.ər/","We changed our food supplier.","Chúng tôi đã đổi nhà cung cấp thực phẩm."
"ETS-LC-4","reservation","đặt chỗ","noun","/ˌrez.əˈveɪ.ʃən/","I made a dinner reservation.","Tôi đã đặt chỗ ăn tối."
"ETS-LC-4","comfortable","thoải mái","adjective","/ˈkʌm.fə.tə.bəl/","The sofa is very comfortable.","Chiếc ghế sofa rất thoải mái."
"ETS-LC-4","certificate","chứng chỉ, giấy chứng nhận","noun","/səˈtɪf.ɪ.kət/","She received a certificate of achievement.","Cô ấy nhận được chứng chỉ thành tích."
"ETS-LC-4","renovate","cải tạo, nâng cấp","verb","/ˈren.ə.veɪt/","They plan to renovate the old building.","Họ dự định cải tạo tòa nhà cũ."
"ETS-LC-4","expedited delivery","giao hàng nhanh","noun phrase","/ˈek.spə.daɪ.tɪd dɪˈlɪv.ər.i/","We offer expedited delivery for urgent orders.","Chúng tôi cung cấp dịch vụ giao hàng nhanh cho đơn gấp."
"ETS-LC-4","pursue","theo đuổi","verb","/pəˈsjuː/","She decided to pursue a career in law.","Cô ấy quyết định theo đuổi sự nghiệp luật."
"ETS-LC-4","job fair","hội chợ việc làm","noun","/ˈdʒɒb feə/","I attended a job fair to find employment.","Tôi tham gia hội chợ việc làm để tìm việc."
"ETS-LC-4","inspiring","truyền cảm hứng","adjective","/ɪnˈspaɪə.rɪŋ/","Her speech was truly inspiring.","Bài phát biểu của cô ấy thật sự truyền cảm hứng."
"ETS-LC-4","look over","xem qua, kiểm tra","phrasal verb","/lʊk ˈəʊ.vər/","Please look over the document before signing.","Hãy xem qua tài liệu trước khi ký."
"ETS-LC-4","nearby","gần đó","adverb/adjective","/ˌnɪəˈbaɪ/","There is a bank nearby.","Có một ngân hàng gần đây."
"ETS-LC-4","significant","đáng kể, quan trọng","adjective","/sɪɡˈnɪf.ɪ.kənt/","There was a significant increase in sales.","Doanh số đã tăng đáng kể."
"ETS-LC-4","suspend","đình chỉ, tạm dừng","verb","/səˈspend/","The service has been suspended temporarily.","Dịch vụ đã bị tạm dừng."
"ETS-LC-4","particular","cụ thể, đặc biệt","adjective","/pəˈtɪk.jə.lər/","Is there any particular reason for your visit?","Có lý do cụ thể nào cho chuyến thăm của bạn không?"
"ETS-LC-4","overdue","quá hạn","adjective","/ˌəʊ.vəˈdʒuː/","The payment is overdue.","Khoản thanh toán đã quá hạn."
"ETS-LC-4","notification","thông báo","noun","/ˌnəʊ.tɪ.fɪˈkeɪ.ʃən/","You will receive a notification by email.","Bạn sẽ nhận được thông báo qua email."
"ETS-LC-4","emphasize","nhấn mạnh","verb","/ˈem.fə.saɪz/","He emphasized the importance of teamwork.","Anh ấy nhấn mạnh tầm quan trọng của làm việc nhóm."
"ETS-LC-4","deposit","khoản đặt cọc; gửi tiền","noun/verb","/dɪˈpɒz.ɪt/","I paid a deposit of $100.","Tôi đã đặt cọc 100 đô."
"ETS-LC-4","specialized","chuyên biệt, chuyên ngành","adjective","/ˈspeʃ.əl.aɪzd/","The company provides specialized training.","Công ty cung cấp đào tạo chuyên ngành."
"ETS-LC-4","state-of-the-art","hiện đại nhất, tiên tiến nhất","adjective","/ˌsteɪt əv ði ˈɑːt/","They use state-of-the-art technology.","Họ sử dụng công nghệ tiên tiến nhất."
"ETS-LC-4","equipment","thiết bị","noun","/ɪˈkwɪp.mənt/","We bought new office equipment.","Chúng tôi đã mua thiết bị văn phòng mới."
"ETS-LC-4","around the corner","sắp đến, ngay gần","phrase","/əˈraʊnd ðə ˈkɔː.nər/","The holidays are just around the corner.","Kỳ nghỉ sắp đến rồi."
"ETS-LC-4","description","sự mô tả","noun","/dɪˈskrɪp.ʃən/","The job description is detailed.","Mô tả công việc rất chi tiết."
"ETS-LC-4","apply for","nộp đơn xin","phrasal verb","/əˈplaɪ fɔːr/","She applied for the manager position.","Cô ấy đã nộp đơn xin vị trí quản lý."
"ETS-LC-4","specific","cụ thể, rõ ràng","adjective","/spəˈsɪf.ɪk/","Can you be more specific?","Bạn có thể nói cụ thể hơn không?"
"ETS-LC-4","directions","chỉ dẫn, hướng đi","noun (plural)","/dəˈrek.ʃənz/","He gave me directions to the office.","Anh ấy chỉ đường đến văn phòng cho tôi."
"ETS-LC-4","fill out","điền vào","phrasal verb","/fɪl aʊt/","Please fill out this form.","Vui lòng điền vào mẫu đơn này."
"ETS-LC-4","currently","hiện tại","adverb","/ˈkɝː.ənt.li/","He is currently working overseas.","Hiện tại anh ấy đang làm việc ở nước ngoài."
"ETS-LC-4","rent","thuê","verb / noun","/rent/","We decided to rent an apartment.","Chúng tôi đã quyết định thuê một căn hộ."
"ETS-LC-4","lease","hợp đồng thuê","noun / verb","/liːs/","They signed a one-year lease.","Họ đã ký hợp đồng thuê một năm."
"ETS-LC-4","tenant","người thuê nhà","noun","/ˈten.ənt/","The tenant must pay rent on time.","Người thuê nhà phải trả tiền đúng hạn."
"ETS-LC-4","figure out","tìm ra, hiểu ra","phrasal verb","/ˈfɪɡ.jɚ aʊt/","I can't figure out this problem.","Tôi không thể hiểu ra vấn đề này."
"ETS-LC-4","drop off","đưa đến, thả xuống","phrasal verb","/drɑːp ɔːf/","She dropped me off at the airport.","Cô ấy đã đưa tôi đến sân bay."
"ETS-LC-4","automatically","một cách tự động","adverb","/ˌɑː.t̬əˈmæt̬.ɪ.kəl.i/","The door opens automatically.","Cánh cửa mở tự động."
"ETS-LC-4","respond to","phản hồi, trả lời","phrasal verb","/rɪˈspɑːnd tuː/","She didn't respond to my email.","Cô ấy không trả lời email của tôi."
"ETS-LC-4","incomplete","chưa hoàn thành, chưa đầy đủ","adjective","/ˌɪn.kəmˈpliːt/","The form is incomplete.","Mẫu đơn chưa hoàn chỉnh."
"ETS-LC-4","demonstration","sự trình bày, minh họa","noun","/ˌdem.ənˈstreɪ.ʃən/","He gave a demonstration of the product.","Anh ấy trình bày sản phẩm."
"ETS-LC-4","acquire","giành được, thu được","verb","/əˈkwaɪɚ/","She acquired the company last year.","Cô ấy đã mua lại công ty năm ngoái."
"ETS-LC-4","consultation","cuộc tư vấn","noun","/ˌkɑːn.sʌlˈteɪ.ʃən/","We offer a free consultation.","Chúng tôi cung cấp tư vấn miễn phí."
"ETS-LC-4","sort out","xử lý hoặc sắp xếp","verb","/sɔːrt aʊt/","They need to sort out the misunderstanding before the meeting.","Họ cần xử lý sự hiểu lầm trước cuộc họp."
"ETS-LC-4","adjust","điều chỉnh","verb","/əˈdʒʌst/","Please adjust the volume for better clarity in the recording.","Xin điều chỉnh âm lượng để bản ghi rõ hơn."
"ETS-LC-4","inspection","quá trình kiểm tra cẩn thận","noun","/ɪnˈspɛkʃən/","The final inspection revealed no safety issues in the facility.","Cuộc kiểm tra cuối cùng không phát hiện vấn đề an toàn nào tại cơ sở."
"ETS-LC-4","thorough","tỉ mỉ, kỹ lưỡng","adj","/ˈθʌr.oʊ/","The auditor conducted a thorough review of the financial records.","Kiểm toán viên đã tiến hành xem xét kỹ lưỡng các hồ sơ tài chính."
"ETS-LC-4","intact","còn nguyên vẹn","adj","/ɪnˈtækt/","Despite the fire, most of the building remained intact.","Dù có hỏa hoạn, phần lớn tòa nhà vẫn còn nguyên vẹn."
"ETS-LC-4","relief","cảm giác nhẹ nhõm hoặc sự hỗ trợ","noun","/rɪˈliːf/","It was a relief to hear the project had been approved.","Thật nhẹ nhõm khi biết dự án đã được phê duyệt."
"ETS-LC-4","fencing","hàng rào hoặc môn đấu kiếm","noun","/ˈfen.sɪŋ/","The fencing around the property was replaced last week.","Hàng rào quanh khu đất đã được thay tuần trước."
"ETS-LC-4","commute","đi lại giữa nhà và nơi làm việc","verb","/kəˈmjuːt/","Many employees commute long distances to the office.","Nhiều nhân viên đi làm xa đến văn phòng."
"ETS-LC-4","horrendous","khủng khiếp, kinh khủng","adj","/həˈren.dəs/","The traffic was horrendous during the morning rush hour.","Giao thông thật khủng khiếp trong giờ cao điểm buổi sáng."
"ETS-LC-4","apologize","xin lỗi","verb","/əˈpɑː.lə.dʒaɪz/","We apologize for the inconvenience caused by the delay.","Chúng tôi xin lỗi vì sự bất tiện do sự chậm trễ gây ra."
"ETS-LC-4","assignment","nhiệm vụ được giao","noun","/əˈsaɪn.mənt/","The manager handed out the assignment for next week’s project.","Quản lý đã giao nhiệm vụ cho dự án tuần tới."
"ETS-LC-4","improvement","sự cải thiện","noun","/ɪmˈpruːv.mənt/","There has been a noticeable improvement in customer service.","Đã có sự cải thiện rõ rệt trong dịch vụ khách hàng."
"ETS-LC-4","mistaken","sai lầm, hiểu nhầm","adj","/mɪˈsteɪ.kən/","She was mistaken about the meeting time.","Cô ấy đã nhầm về thời gian của cuộc họp."
"ETS-LC-4","assumption","giả định","noun","/əˈsʌmp.ʃən/","The assumption was that all staff had received the memo.","Giả định là tất cả nhân viên đã nhận được thông báo."
"ETS-LC-4","dissatisfaction","sự không hài lòng","noun","/ˌdɪs.sætɪsˈfæk.ʃən/","Customer dissatisfaction led to several complaints.","Sự không hài lòng của khách hàng dẫn đến một số lời phàn nàn."
"ETS-LC-4","justify","giải thích lý do hợp lý","verb","/ˈdʒʌs.tə.faɪ/","The manager had to justify the decision to reduce staff.","Quản lý phải giải thích lý do cắt giảm nhân sự."
"ETS-LC-4","activate","kích hoạt","verb","/ˈæk.tɪ.veɪt/","Please activate your account before using the service.","Vui lòng kích hoạt tài khoản trước khi sử dụng dịch vụ."
"ETS-LC-4","clarification","sự làm rõ","noun","/ˌklær.ə.fɪˈkeɪ.ʃən/","The supervisor provided clarification on the new procedure.","Người giám sát đã làm rõ quy trình mới."
"ETS-LC-4","distracting","gây mất tập trung","adj","/dɪˈstræk.tɪŋ/","The noise from the construction site was distracting.","Tiếng ồn từ công trình khiến người ta mất tập trung."
"ETS-LC-4","replacement","người hoặc vật thay thế","noun","/rɪˈpleɪs.mənt/","The replacement for the broken printer has arrived.","Máy in thay thế cho cái bị hỏng đã đến."
"ETS-LC-4","publicity","sự chú ý từ công chúng","noun","/pʌbˈlɪs.ə.t̬i/","The new product received a lot of publicity after the launch.","Sản phẩm mới nhận được nhiều sự chú ý sau khi ra mắt."
"ETS-LC-4","retreat","chuyến nghỉ dưỡng","noun","/rɪˈtriːt/","The company organized a weekend retreat for its employees.","Công ty tổ chức chuyến nghỉ dưỡng cuối tuần cho nhân viên."
"ETS-LC-4","unavailable","không có sẵn","adj","/ˌʌn.əˈveɪ.lə.bəl/","The manager is currently unavailable for calls.","Hiện tại quản lý không thể nhận cuộc gọi."
"ETS-LC-4","on-site","tại chỗ","adj","/ˌɑːnˈsaɪt/","The technician performed an on-site inspection of the equipment.","Kỹ thuật viên đã kiểm tra thiết bị tại chỗ."
"ETS-LC-4","resolve","giải quyết vấn đề","verb","/rɪˈzɑːlv/","We need to resolve the issue before the deadline.","Chúng ta cần giải quyết vấn đề trước thời hạn."
"ETS-LC-4","involved","liên quan hoặc tham gia","adj","/ɪnˈvɑːlvd/","Everyone involved in the project must attend the meeting.","Tất cả những người tham gia dự án phải tham dự cuộc họp."
"ETS-LC-4","inaccessible","không thể tiếp cận","adj","/ˌɪn.əkˈses.ə.bəl/","The website was inaccessible due to server issues.","Trang web không thể truy cập được do sự cố máy chủ."
"ETS-LC-4","convenience","sự tiện lợi","noun","/kənˈviː.ni.əns/","Online shopping offers greater convenience for busy people.","Mua sắm trực tuyến mang lại sự tiện lợi lớn hơn cho người bận rộn."
"ETS-LC-4","regularly","một cách thường xuyên","adverb","/ˈreɡ.jə.lɚ.li/","The equipment should be inspected regularly to ensure safety.","Thiết bị cần được kiểm tra thường xuyên để đảm bảo an toàn."
"ETS-LC-4","alternative","sự lựa chọn thay thế","noun","/ɑːlˈtɝː.nə.t̬ɪv/","We need to find an alternative to the current supplier.","Chúng ta cần tìm một nhà cung cấp thay thế cho hiện tại."
