"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"Part7_Topics","thong-tin-san-pham-p7","state-of-the-art","hiện đại nhất, công nghệ tiên tiến nhất","adj","/ˌsteɪt.əv.ðiːˈɑːrt/","This phone is equipped with state-of-the-art camera technology.","Chiếc điện thoại này được trang bị công nghệ camera hiện đại nhất."
"Part7_Topics","thong-tin-san-pham-p7","manual","sách hướng dẫn sử dụng","noun","/ˈmæn.ju.əl/","Refer to the user manual for troubleshooting steps.","Tham khảo sách hướng dẫn sử dụng để xử lý sự cố."
"Part7_Topics","thong-tin-san-pham-p7","portable","dễ mang theo","adj","/ˈpɔːr.t̬ə.bəl/","This speaker is lightweight and highly portable.","Loa này nhẹ và rất dễ mang theo."
"Part7_Topics","thong-tin-san-pham-p7","application","ứng dụng phần mềm trên thiết bị di động hoặc máy tính","noun","/ˌæp.ləˈkeɪ.ʃən/","The app allows users to control the device remotely.","Ứng dụng cho phép người dùng điều khiển thiết bị từ xa."
"Part7_Topics","thong-tin-san-pham-p7","come with","đi kèm với","verb","/kʌm wɪð/","The package comes with a free carrying case.","Gói sản phẩm đi kèm với một túi đựng miễn phí."
"Part7_Topics","thong-tin-san-pham-p7","equipment","thiết bị, công cụ dùng cho mục đích cụ thể","noun","/ɪˈkwɪp.mənt/","The gym provides all the necessary equipment for training.","Phòng gym cung cấp tất cả thiết bị cần thiết cho việc tập luyện."
"Part7_Topics","thong-tin-san-pham-p7","fragile","dễ vỡ, dễ hư hỏng","adj","/ˈfrædʒ.əl/","Please label this box as fragile – it contains glassware.","Vui lòng dán nhãn dễ vỡ cho thùng này – bên trong có đồ thủy tinh."
"Part7_Topics","thong-tin-san-pham-p7","function","chức năng","noun","/ˈfʌŋk.ʃən/","This watch has multiple functions, including a stopwatch and alarm.","Chiếc đồng hồ này có nhiều chức năng như bấm giờ và báo thức."
"Part7_Topics","thong-tin-san-pham-p7","furnishing","đồ nội thất","noun","/ˈfɝː.nɪ.ʃɪŋ/","The apartment comes with basic furnishings including a bed and table.","Căn hộ có sẵn nội thất cơ bản gồm giường và bàn."
"Part7_Topics","thong-tin-san-pham-p7","goods","hàng hóa","noun","/ɡʊdz/","The goods will be delivered within three business days.","Hàng hóa sẽ được giao trong vòng ba ngày làm việc."
"Part7_Topics","thong-tin-san-pham-p7","laboratory","phòng thí nghiệm","noun","/ˈlæb.rə.tɔːr.i/","All samples are tested in a certified laboratory.","Tất cả mẫu được kiểm tra trong phòng thí nghiệm đạt chuẩn."
"Part7_Topics","thong-tin-san-pham-p7","light fixture","đèn gắn cố định","noun","/ˈlaɪt ˌfɪks.tʃɚ/","We replaced all the old light fixtures with LED models.","Chúng tôi đã thay tất cả đèn cũ bằng mẫu đèn LED."
"Part7_Topics","thong-tin-san-pham-p7","merchandise","hàng hóa","noun","/ˈmɝː.tʃən.daɪs/","All merchandise is on sale this weekend.","Tất cả hàng hóa đều giảm giá cuối tuần này."
"Part7_Topics","thong-tin-san-pham-p7","part","bộ phận","noun","/pɑːrt/","Replacement parts are available for all major models.","Có sẵn bộ phận thay thế cho tất cả các mẫu chính."
"Part7_Topics","thong-tin-san-pham-p7","rechargeable battery","pin sạc","noun","/rɪˈtʃɑːr.dʒə.bəl ˈbæt̬.ɚ.i/","The camera uses a rechargeable battery that lasts up to 8 hours.","Máy ảnh sử dụng pin sạc có thể dùng đến 8 giờ."
"Part7_Topics","thong-tin-san-pham-p7","specification","thông số kỹ thuật","noun","/ˌspe.sə.fəˈkeɪ.ʃən/","Please review the product specifications before placing an order.","Vui lòng xem kỹ thông số sản phẩm trước khi đặt hàng."
"Part7_Topics","thong-tin-san-pham-p7","vacuum cleaner","máy hút bụi","noun","/ˈvæ.kjuːm ˌkliː.nɚ/","The new vacuum cleaner features a powerful motor and HEPA filter.","Máy hút bụi mới có động cơ mạnh và bộ lọc HEPA."
"Part7_Topics","su-kien-p7","extend an invitation","gửi lời mời","verb","/ɪkˈstend æn ˌɪn.vəˈteɪ.ʃən/","We would like to extend an invitation to all partners for the gala.","Chúng tôi xin trân trọng gửi lời mời tới tất cả đối tác tham dự buổi dạ tiệc."
"Part7_Topics","su-kien-p7","keynote speaker","diễn giả chính","noun","/ˈkiː.noʊt ˌspiː.kɚ/","The keynote speaker delivered an inspiring talk on leadership.","Diễn giả chính đã có bài phát biểu truyền cảm hứng về lãnh đạo."
"Part7_Topics","su-kien-p7","conference","hội nghị","noun","/ˈkɑːn.fɚ.əns/","The annual marketing conference will be held in Chicago.","Hội nghị tiếp thị thường niên sẽ được tổ chức tại Chicago."
"Part7_Topics","su-kien-p7","bi-annual","hai lần một năm","adj","/ˌbaɪˈæn.ju.əl/","The company holds a bi-annual leadership retreat.","Công ty tổ chức khóa họp mặt lãnh đạo hai lần một năm."
"Part7_Topics","su-kien-p7","host","tổ chức sự kiện","verb","/hoʊst/","Our company will host a networking dinner after the seminar.","Công ty chúng tôi sẽ tổ chức buổi tiệc kết nối sau hội thảo."
"Part7_Topics","su-kien-p7","registration","sự đăng ký","noun","/ˌredʒ.əˈstreɪ.ʃən/","Online registration is required for all participants.","Tất cả người tham gia đều phải đăng ký trực tuyến."
"Part7_Topics","su-kien-p7","charity","tổ chức từ thiện","noun","/ˈtʃer.ə.t̬i/","All proceeds from the event will go to local charities.","Toàn bộ số tiền thu được từ sự kiện sẽ được chuyển đến các tổ chức từ thiện địa phương."
"Part7_Topics","su-kien-p7","fundraiser","sự kiện gây quỹ","noun","/ˈfʌndˌreɪ.zɚ/","They held a fundraiser to support cancer research.","Họ tổ chức sự kiện gây quỹ để hỗ trợ nghiên cứu ung thư."
"Part7_Topics","su-kien-p7","upcoming","sắp tới","adj","/ˈʌpˌkʌ.mɪŋ/","We’re preparing for the upcoming product launch.","Chúng tôi đang chuẩn bị cho buổi ra mắt sản phẩm sắp tới."
"Part7_Topics","su-kien-p7","coordinator","người điều phối sự kiện","noun","/koʊˈɔːr.dən.eɪ.t̬ɚ/","The event coordinator ensured everything ran smoothly.","Người điều phối sự kiện đảm bảo mọi thứ diễn ra suôn sẻ."
"Part7_Topics","su-kien-p7","banquet","tiệc lớn trang trọng","noun","/ˈbæŋ.kwət/","The awards banquet will be held in the grand ballroom.","Buổi tiệc trao giải sẽ được tổ chức tại phòng tiệc lớn."
"Part7_Topics","su-kien-p7","facility","cơ sở vật chất","noun","/fəˈsɪl.ə.t̬i/","The conference will take place at a state-of-the-art facility.","Hội nghị sẽ diễn ra tại cơ sở vật chất hiện đại."
"Part7_Topics","su-kien-p7","coordinator","người điều phối sự kiện","noun","/koʊˈɔːr.dən.eɪ.t̬ɚ/","The event coordinator ensured everything ran smoothly.","Người điều phối sự kiện đảm bảo mọi thứ diễn ra suôn sẻ."
"Part7_Topics","su-kien-p7","banquet","tiệc lớn trang trọng","noun","/ˈbæŋ.kwət/","The awards banquet will be held in the grand ballroom.","Buổi tiệc trao giải sẽ được tổ chức tại phòng tiệc lớn."
"Part7_Topics","su-kien-p7","facility","cơ sở vật chất","noun","/fəˈsɪl.ə.t̬i/","The conference will take place at a state-of-the-art facility.","Hội nghị sẽ diễn ra tại cơ sở vật chất hiện đại."
"Part7_Topics","su-kien-p7","representative","người đại diện","noun","/ˌrep.rɪˈzen.tə.t̬ɪv/","Each company sent a representative to the conference.","Mỗi công ty cử một đại diện đến hội nghị."
"Part7_Topics","su-kien-p7","delegation","phái đoàn đại diện","noun","/ˌdel.əˈɡeɪ.ʃən/","A delegation from Japan attended the trade forum.","Một phái đoàn từ Nhật Bản đã tham dự diễn đàn thương mại."
"Part7_Topics","thanh-toan-p7","amount","số tiền tổng cộng","noun","/əˈmaʊnt/","Please check the total amount before confirming your payment.","Vui lòng kiểm tra tổng số tiền trước khi xác nhận thanh toán."
"Part7_Topics","thanh-toan-p7","balance","số dư","noun","/ˈbæl.əns/","Your current balance is shown on the final page of the invoice.","Số dư hiện tại được hiển thị ở trang cuối của hóa đơn."
"Part7_Topics","thanh-toan-p7","billing address","địa chỉ thanh toán","noun","/ˈbɪl.ɪŋ ˌæd.res/","Please update your billing address before placing the order.","Vui lòng cập nhật địa chỉ thanh toán trước khi đặt hàng."
"Part7_Topics","thanh-toan-p7","cover","bao gồm chi phí","verb","/ˈkʌv.ɚ/","The warranty does not cover accidental damage.","Bảo hành không bao gồm hư hỏng do tai nạn."
"Part7_Topics","thanh-toan-p7","deduct","khấu trừ","verb","/dɪˈdʌkt/","We will deduct the discount from your total bill.","Chúng tôi sẽ khấu trừ chiết khấu khỏi tổng hóa đơn của bạn."
"Part7_Topics","thanh-toan-p7","deposit","tiền đặt cọc","noun","/dɪˈpɑː.zɪt/","A $100 deposit is required to confirm your reservation.","Cần đặt cọc 100 đô để xác nhận đặt chỗ của bạn."
"Part7_Topics","thanh-toan-p7","estimate","bảng ước tính","noun","/ˈes.tə.mət/","We will send you a cost estimate within 24 hours.","Chúng tôi sẽ gửi cho bạn bảng ước tính chi phí trong vòng 24 giờ."
"Part7_Topics","thanh-toan-p7","outstanding","chưa thanh toán, còn nợ","adj","/ˌaʊtˈstæn.dɪŋ/","The customer still has an outstanding balance of $200.","Khách hàng vẫn còn số dư chưa thanh toán là 200 đô."
"Part7_Topics","thanh-toan-p7","overdue","quá hạn","adj","/ˌoʊ.vɚˈduː/","Your payment is now overdue. Please make it as soon as possible.","Khoản thanh toán của bạn đã quá hạn. Vui lòng thanh toán sớm nhất có thể."
"Part7_Topics","thanh-toan-p7","partial payment","thanh toán một phần","noun","/ˈpɑːr.ʃəl ˈpeɪ.mənt/","Customers may make a partial payment if they cannot pay in full.","Khách hàng có thể thanh toán một phần nếu không thể trả toàn bộ."
"Part7_Topics","thanh-toan-p7","preferred","được ưa chuộng hơn","adj","/prɪˈfɝːd/","Credit card is the preferred method of payment.","Thẻ tín dụng là phương thức thanh toán được ưa chuộng."
"Part7_Topics","thanh-toan-p7","quote","bảng báo giá","noun","/kwoʊt/","The contractor gave us a written quote for the repairs.","Nhà thầu đã đưa cho chúng tôi bảng báo giá bằng văn bản cho việc sửa chữa."
"Part7_Topics","thanh-toan-p7","reduction","sự giảm giá","noun","/rɪˈdʌk.ʃən/","Customers can enjoy a 10% reduction on all items this weekend.","Khách hàng có thể được giảm 10% cho tất cả mặt hàng vào cuối tuần này."
"Part7_Topics","thanh-toan-p7","reimbursement","khoản hoàn trả","noun","/ˌriː.ɪmˈbɝːs.mənt/","Employees must submit receipts for reimbursement.","Nhân viên phải nộp hóa đơn để được hoàn trả."
"Part7_Topics","chao-hoi-p7","administrative","liên quan đến hành chính","adj","/ədˈmɪn.ə.streɪ.t̬ɪv/","She handles all the administrative tasks in the department.","Cô ấy phụ trách toàn bộ công việc hành chính trong phòng ban."
"Part7_Topics","chao-hoi-p7","assume","đảm nhận trách nhiệm","verb","/əˈsuːm/","She will assume the role of director starting next week.","Cô ấy sẽ đảm nhận vai trò giám đốc bắt đầu từ tuần tới."
"Part7_Topics","chao-hoi-p7","be appointed","được bổ nhiệm","verb","/əˈpɔɪn.t̬ɪd/","Mr. Lee has been appointed as the new regional manager.","Ông Lee đã được bổ nhiệm làm giám đốc khu vực mới."
"Part7_Topics","chao-hoi-p7","chair","chủ tọa","noun","/tʃer/","Ms. Lopez will serve as chair of the committee this year.","Bà Lopez sẽ giữ vai trò chủ tọa của ủy ban trong năm nay."
"Part7_Topics","chao-hoi-p7","extension","máy nhánh","noun","/ɪkˈsten.ʃən/","You can reach her at extension 205 during office hours.","Bạn có thể liên hệ với cô ấy theo máy nhánh 205 trong giờ hành chính."
"Part7_Topics","chao-hoi-p7","headquarters","trụ sở chính","noun","/ˈhedˌkwɔːr.t̬ɚz/","The company’s headquarters are located in New York.","Trụ sở chính của công ty đặt tại New York."
"Part7_Topics","chao-hoi-p7","on duty","đang làm nhiệm vụ","adj","/ɑːn ˈduː.t̬i/","Only authorized staff are allowed in the lab while on duty.","Chỉ nhân viên được ủy quyền mới được phép vào phòng thí nghiệm khi đang làm nhiệm vụ."
"Part7_Topics","chao-hoi-p7","oversee","giám sát","verb","/ˌoʊ.vɚˈsiː/","He was hired to oversee the new marketing campaign.","Anh ấy được thuê để giám sát chiến dịch marketing mới."
"Part7_Topics","chao-hoi-p7","performance evaluation","đánh giá hiệu suất làm việc","noun","/pɚˈfɔːr.məns iˌvæl.juˈeɪ.ʃən/","All employees receive a performance evaluation every six months.","Tất cả nhân viên đều được đánh giá hiệu suất mỗi sáu tháng."
"Part7_Topics","chao-hoi-p7","replacement","người thay thế","noun","/rɪˈpleɪs.mənt/","We are still looking for a replacement for the outgoing manager.","Chúng tôi vẫn đang tìm người thay thế cho quản lý sắp nghỉ."
"Part7_Topics","chao-hoi-p7","serve as","đóng vai trò là","verb","/sɝːv æz/","He currently serves as the director of operations.","Anh ấy hiện đang đảm nhiệm vai trò giám đốc vận hành."
"Part7_Topics","chao-hoi-p7","task","nhiệm vụ","noun","/tæsk/","Your main task will be to assist the new employees.","Nhiệm vụ chính của bạn là hỗ trợ các nhân viên mới."
"Part7_Topics","chao-hoi-p7","transfer","chuyển công tác","verb","/ˈtræns.fɚ/","She was transferred to the marketing department last month.","Cô ấy đã được chuyển sang bộ phận marketing vào tháng trước."
"Part7_Topics","chinh-sach-p7","adjust","điều chỉnh","verb","/əˈdʒʌst/","The company adjusted its policy to meet new regulations.","Công ty đã điều chỉnh chính sách để phù hợp với quy định mới."
"Part7_Topics","chinh-sach-p7","adopt","chấp nhận hoặc áp dụng một chính sách, kế hoạch","verb","/əˈdɑːpt/","The company adopted a flexible work-from-home policy.","Công ty đã áp dụng chính sách làm việc tại nhà linh hoạt."
"Part7_Topics","chinh-sach-p7","allocate","phân bổ nguồn lực hoặc ngân sách cho mục đích cụ thể","verb","/ˈæl.ə.keɪt/","The budget committee allocated funds to each department.","Ủy ban ngân sách đã phân bổ quỹ cho từng phòng ban."
"Part7_Topics","chinh-sach-p7","cooperation","sự hợp tác","noun","/koʊˌɑː.pəˈreɪ.ʃən/","Your cooperation in following the new policy is appreciated.","Chúng tôi đánh giá cao sự hợp tác của bạn trong việc tuân thủ chính sách mới."
"Part7_Topics","chinh-sach-p7","dedicated","tận tâm cho mục tiêu hoặc nhiệm vụ","adj","/ˈded.ə.keɪ.t̬ɪd/","We have a dedicated team to ensure policy enforcement.","Chúng tôi có một đội ngũ tận tâm để đảm bảo việc thực thi chính sách."
"Part7_Topics","chinh-sach-p7","effective immediately","có hiệu lực ngay lập tức","adv","/ɪˈfek.tɪv ɪˈmiː.di.ət.li/","The new attendance policy is effective immediately.","Chính sách điểm danh mới có hiệu lực ngay lập tức."
"Part7_Topics","chinh-sach-p7","instruction","hướng dẫn","noun","/ɪnˈstrʌk.ʃən/","Please read all safety instructions before operating the machine.","Vui lòng đọc tất cả hướng dẫn an toàn trước khi vận hành máy."
"Part7_Topics","chinh-sach-p7","mandatory","bắt buộc","adj","/ˈmæn.də.tɔːr.i/","Attendance at the meeting is mandatory for all staff.","Tất cả nhân viên đều bắt buộc phải tham dự cuộc họp."
"Part7_Topics","chinh-sach-p7","policy","chính sách","noun","/ˈpɑː.lə.si/","The company updated its travel reimbursement policy.","Công ty đã cập nhật chính sách hoàn trả chi phí đi lại."
"Part7_Topics","chinh-sach-p7","productivity","năng suất","noun","/ˌproʊ.dəkˈtɪv.ə.t̬i/","The new policy aims to boost employee productivity.","Chính sách mới nhằm tăng năng suất của nhân viên."
"Part7_Topics","chinh-sach-p7","retain","giữ lại, duy trì","verb","/rɪˈteɪn/","The new benefits policy helps retain talented employees.","Chính sách phúc lợi mới giúp giữ chân nhân viên tài năng."
"Part7_Topics","chinh-sach-p7","adjust","điều chỉnh","verb","/əˈdʒʌst/","The company adjusted its policy to meet new regulations.","Công ty đã điều chỉnh chính sách để phù hợp với quy định mới."
"Part7_Topics","chinh-sach-p7","revise","sửa đổi, cải thiện hoặc cập nhật","verb","/rɪˈvaɪz/","The company revised its policy to comply with new laws.","Công ty đã sửa đổi chính sách để tuân thủ luật mới."
"Part7_Topics","chinh-sach-p7","violation","sự vi phạm quy tắc","noun","/ˌvaɪ.əˈleɪ.ʃən/","Any violation of company policy will result in disciplinary action.","Bất kỳ hành vi vi phạm chính sách nào cũng sẽ bị xử lý kỷ luật."
"Part7_Topics","cuoc-hop-p7","address","phát biểu trước nhóm người","verb","/əˈdres/","The CEO will address the board at tomorrow’s meeting.","Giám đốc điều hành sẽ phát biểu trước hội đồng trong cuộc họp ngày mai."
"Part7_Topics","cuoc-hop-p7","agenda","chương trình nghị sự","noun","/əˈdʒen.də/","Please review the agenda before the meeting starts.","Vui lòng xem lại chương trình nghị sự trước khi cuộc họp bắt đầu."
"Part7_Topics","cuoc-hop-p7","board of directors","ban giám đốc","noun","/ˌbɔːrd əv dəˈrek.tɚz/","The board of directors will vote on the proposal next week.","Ban giám đốc sẽ bỏ phiếu về đề xuất vào tuần tới."
"Part7_Topics","cuoc-hop-p7","brainstorm","động não, đưa ra ý tưởng mới","verb","/ˈbreɪn.stɔːrm/","The team met to brainstorm ideas for the new campaign.","Nhóm đã họp để đưa ra ý tưởng cho chiến dịch mới."
"Part7_Topics","cuoc-hop-p7","committee","ủy ban","noun","/kəˈmɪt̬.i/","The finance committee will review the annual budget.","Ủy ban tài chính sẽ xem xét ngân sách hằng năm."
"Part7_Topics","cuoc-hop-p7","compile","tổng hợp thông tin từ nhiều nguồn","verb","/kəmˈpaɪl/","We need to compile the meeting notes into one document.","Chúng tôi cần tổng hợp ghi chú cuộc họp vào một tài liệu."
"Part7_Topics","cuoc-hop-p7","outline","bản phác thảo hoặc kế hoạch sơ bộ","noun","/ˈaʊt.laɪn/","The manager presented a brief outline of the annual report during the meeting.","Người quản lý trình bày bản phác thảo ngắn gọn của báo cáo thường niên trong cuộc họp."
"Part7_Topics","cuoc-hop-p7","performance","hiệu suất làm việc","noun","/pɚˈfɔːr.məns/","Employee performance will be assessed at the end of each quarter.","Hiệu suất làm việc của nhân viên sẽ được đánh giá vào cuối mỗi quý."
"Part7_Topics","cuoc-hop-p7","review","đánh giá lại","noun","/rɪˈvjuː/","The annual performance review will take place next Monday.","Buổi đánh giá hiệu suất hàng năm sẽ diễn ra vào thứ Hai tới."
"Part7_Topics","cuoc-hop-p7","review","xem xét hoặc đánh giá lại","verb","/rɪˈvjuː/","We need to review the sales figures before presenting to the board.","Chúng ta cần xem lại số liệu bán hàng trước khi trình bày trước hội đồng."
"Part7_Topics","cuoc-hop-p7","scheduling conflict","trùng lịch trình","noun","/ˈskɛdʒ.uː.lɪŋ ˈkɑːn.flɪkt/","Mr. Keller canceled the meeting due to a scheduling conflict.","Ông Keller đã hủy cuộc họp do trùng lịch trình."
"Part7_Topics","cuoc-hop-p7","shareholder","cổ đông","noun","/ˈʃerˌhoʊl.dɚ/","Shareholders will vote on the new merger proposal during the meeting.","Cổ đông sẽ bỏ phiếu về đề xuất sáp nhập mới trong cuộc họp."
"Part7_Topics","cuoc-hop-p7","unanimous","đồng thuận hoàn toàn","adj","/juːˈnæn.ə.məs/","The proposal received unanimous approval from all board members.","Đề xuất đã được tất cả thành viên hội đồng phê duyệt nhất trí."
"Part7_Topics","cong-dong-p7","bulletin board","bảng thông báo","noun","/ˈbʊl.ə.t̬ɪn ˌbɔːrd/","The job announcement was posted on the university bulletin board.","Thông báo tuyển dụng được dán trên bảng thông báo của trường đại học."
"Part7_Topics","cong-dong-p7","city council","hội đồng thành phố","noun","/ˈsɪt̬.i ˈkaʊn.səl/","The city council will meet next week to discuss the park renovation project.","Hội đồng thành phố sẽ họp vào tuần tới để thảo luận về dự án cải tạo công viên."
"Part7_Topics","cong-dong-p7","commuter","người đi làm hàng ngày","noun","/kəˈmjuː.t̬ɚ/","Many commuters take the train into the city every morning.","Nhiều người đi làm dùng tàu để vào thành phố mỗi sáng."
"Part7_Topics","cong-dong-p7","convert","chuyển đổi","verb","/kənˈvɝːt/","The warehouse will be converted into a community recreation center.","Nhà kho sẽ được chuyển đổi thành trung tâm giải trí cộng đồng."
"Part7_Topics","cong-dong-p7","disruption","sự gián đoạn","noun","/dɪsˈrʌp.ʃən/","The mayor warned that budget cuts might lead to a disruption in public services.","Thị trưởng cảnh báo rằng việc cắt giảm ngân sách có thể dẫn đến sự gián đoạn dịch vụ công cộng."
"Part7_Topics","cong-dong-p7","grant","khoản trợ cấp tài chính","noun","/ɡrænt/","The city council approved a grant to fund a new community park.","Hội đồng thành phố đã phê duyệt một khoản trợ cấp để tài trợ cho công viên cộng đồng mới."
"Part7_Topics","cong-dong-p7","implement","thực hiện kế hoạch hoặc chính sách","verb","/ˈɪm.plə.ment/","The city council plans to implement new recycling regulations next month.","Hội đồng thành phố dự định thực hiện các quy định tái chế mới vào tháng tới."
"Part7_Topics","cong-dong-p7","launch","bắt đầu hoặc giới thiệu điều mới","verb","/lɑːntʃ/","The town launched a campaign to reduce single-use plastic in public areas.","Thị trấn đã phát động chiến dịch giảm nhựa dùng một lần ở khu vực công cộng."
"Part7_Topics","cong-dong-p7","mayor","thị trưởng","noun","/ˈmeɪ.ɚ/","The mayor will attend the opening ceremony of the new public library.","Thị trưởng sẽ tham dự lễ khai trương thư viện công cộng mới."
"Part7_Topics","cong-dong-p7","municipal","thuộc về chính quyền thành phố","adj","/mjuːˈnɪs.ə.pəl/","The municipal government provides free shuttle services for senior citizens.","Chính quyền thành phố cung cấp dịch vụ đưa đón miễn phí cho người cao tuổi."
"Part7_Topics","cong-dong-p7","overhaul","đại tu, nâng cấp toàn diện","verb","/ˈoʊ.vɚ.hɑːl/","The city will overhaul its aging transportation network to accommodate population growth.","Thành phố sẽ đại tu mạng lưới giao thông cũ kỹ để thích nghi với sự gia tăng dân số."
"Part7_Topics","cong-dong-p7","renovation","cải tạo, nâng cấp công trình cũ","noun","/ˌren.əˈveɪ.ʃən/","The city approved a renovation plan for the historic downtown library.","Thành phố đã phê duyệt kế hoạch cải tạo thư viện cổ ở trung tâm."
"Part7_Topics","cong-dong-p7","resume","tiếp tục lại","verb","/rɪˈzuːm/","The community center will resume classes next Monday after the holiday break.","Trung tâm cộng đồng sẽ tiếp tục các lớp học vào thứ Hai tới sau kỳ nghỉ lễ."
"Part7_Topics","cong-dong-p7","waive","miễn trừ, bỏ qua khoản phí hoặc điều kiện","verb","/weɪv/","The city will waive registration fees for community sports programs.","Thành phố sẽ miễn phí đăng ký cho các chương trình thể thao cộng đồng."
"Part7_Topics","cong-dong-p7","wing","cánh (khu vực phụ của tòa nhà)","noun","/wɪŋ/","The museum’s new wing will feature Renaissance art.","Cánh mới của bảo tàng sẽ trưng bày nghệ thuật thời Phục hưng."
"Part7_Topics","cong-dong-p7","authority","cơ quan có thẩm quyền","noun","/əˈθɔːr.ə.t̬i/","Local authorities will review zoning laws before approving new construction.","Chính quyền địa phương sẽ xem xét các luật quy hoạch trước khi phê duyệt xây dựng mới."
"Part7_Topics","cong-dong-p7","ballot","lá phiếu bầu cử","noun","/ˈbæl.ət/","Residents cast their ballots to elect a new city council member.","Người dân đã bỏ phiếu để bầu chọn một thành viên hội đồng thành phố mới."
"Part7_Topics","cong-dong-p7","city hall","tòa thị chính","noun","/ˌsɪt̬.i ˈhɑːl/","A public forum will be held at city hall this Thursday evening.","Một diễn đàn công khai sẽ được tổ chức tại tòa thị chính vào tối thứ Năm này."
"Part7_Topics","cong-dong-p7","city official","cán bộ thành phố","noun","/ˈsɪt̬.i əˈfɪʃ.əl/","City officials confirmed that the lake pollution levels have exceeded the safety limit.","Các quan chức thành phố xác nhận rằng mức ô nhiễm của hồ đã vượt giới hạn an toàn."
"Part7_Topics","cong-dong-p7","debate","cuộc tranh luận chính thức","noun","/dɪˈbeɪt/","There was a heated debate among city council members regarding the environmental cleanup.","Đã có một cuộc tranh luận sôi nổi giữa các thành viên hội đồng thành phố về việc làm sạch môi trường."
"Part7_Topics","cong-dong-p7","environment-friendly","thân thiện với môi trường","adj","/ɪnˌvaɪ.rən.məntˈfrend.li/","The town encourages environment-friendly building practices in new housing projects.","Thị trấn khuyến khích các thực hành xây dựng thân thiện với môi trường trong các dự án nhà ở mới."
"Part7_Topics","cong-dong-p7","gathering","cuộc tụ họp","noun","/ˈɡæð.ɚ.ɪŋ/","The annual community gathering will take place this Saturday at Roland Park.","Buổi tụ họp cộng đồng thường niên sẽ diễn ra vào thứ Bảy này tại Công viên Roland."
"Part7_Topics","cong-dong-p7","improvement","sự cải thiện","noun","/ɪmˈpruːv.mənt/","The mayor discussed road improvement plans in the town meeting.","Thị trưởng đã thảo luận về kế hoạch cải thiện đường trong cuộc họp thị trấn."
"Part7_Topics","cong-dong-p7","measure","biện pháp","noun","/ˈmeʒ.ɚ/","The city council introduced new safety measures for public parks.","Hội đồng thành phố đã giới thiệu các biện pháp an toàn mới cho công viên công cộng."
"Part7_Topics","cong-dong-p7","population","dân số","noun","/ˌpɑː.pjəˈleɪ.ʃən/","The city’s population has nearly doubled in the past decade.","Dân số thành phố đã gần như tăng gấp đôi trong thập kỷ qua."
"Part7_Topics","cong-dong-p7","recycle","tái chế","verb","/riːˈsaɪ.kəl/","The town has launched a new program to recycle food waste.","Thị trấn đã khởi động một chương trình mới để tái chế rác thực phẩm."
"Part7_Topics","cong-dong-p7","region","khu vực","noun","/ˈriː.dʒən/","This policy applies to all cities within the southeastern region.","Chính sách này áp dụng cho tất cả các thành phố trong khu vực đông nam."
"Part7_Topics","cong-dong-p7","the majority of","phần lớn","determiner","/ðə məˈdʒɔːr.ə.t̬i əv/","The majority of residents support the plan to build a new park.","Phần lớn cư dân ủng hộ kế hoạch xây dựng công viên mới."
"Part7_Topics","cong-dong-p7","vote","bỏ phiếu","verb","/voʊt/","Citizens will vote on the budget proposal this Friday.","Người dân sẽ bỏ phiếu về đề xuất ngân sách vào thứ Sáu này."
"Part7_Topics","cong-dong-p7","authority","cơ quan có thẩm quyền","noun","/əˈθɔːr.ə.t̬i/","The local transportation authority announced new bus routes.","Cơ quan giao thông địa phương đã công bố các tuyến xe buýt mới."
"Part7_Topics","cuoc-thi-trien-lam-p7","competition","cuộc thi cạnh tranh","noun","/ˌkɑːm.pəˈtɪʃ.ən/","The photography competition attracted over 300 submissions from amateur artists.","Cuộc thi nhiếp ảnh đã thu hút hơn 300 bài dự thi từ các nghệ sĩ nghiệp dư."
"Part7_Topics","cuoc-thi-trien-lam-p7","content","nội dung","noun","/ˈkɑːn.tent/","The contest rules require all video content to be original.","Quy định cuộc thi yêu cầu tất cả nội dung video phải là nguyên bản."
"Part7_Topics","cuoc-thi-trien-lam-p7","critic","người phê bình","noun","/ˈkrɪt̬.ɪk/","Art critics praised the exhibition for its bold use of color and texture.","Các nhà phê bình nghệ thuật khen ngợi triển lãm vì cách sử dụng màu sắc và kết cấu táo bạo."
"Part7_Topics","cuoc-thi-trien-lam-p7","deadline","thời hạn cuối để hoàn thành nhiệm vụ","noun","/ˈded.laɪn/","All design entries must be received by the March 1 deadline.","Tất cả bài thiết kế phải được nhận trước hạn chót ngày 1 tháng 3."
"Part7_Topics","cuoc-thi-trien-lam-p7","description","bài mô tả","noun","/dɪˈskrɪp.ʃən/","Please send a short description of your artwork and creative process.","Vui lòng gửi một đoạn mô tả ngắn về tác phẩm và quy trình sáng tạo của bạn."
"Part7_Topics","cuoc-thi-trien-lam-p7","draw","thu hút","verb","/drɑː/","The exhibit is expected to draw hundreds of visitors on opening night.","Buổi triển lãm được kỳ vọng sẽ thu hút hàng trăm khách tham quan vào đêm khai mạc."
"Part7_Topics","cuoc-thi-trien-lam-p7","entry","bài dự thi","noun","/ˈen.tri/","Each entry must include a title, description, and three photographs.","Mỗi bài dự thi phải bao gồm tiêu đề, mô tả và ba bức ảnh."
