"Category","Album","Word","Meaning","PartOfSpeech","Pronunciation","Example_English","Example_Vietnamese"
"Listening_Topics","Giao-hang-LC","deliver","giao hàng","verb","/dɪˈlɪv.ɚ/","We deliver orders to all locations within the city.","Chúng tôi giao hàng đến tất cả khu vực trong thành phố."
"Listening_Topics","Giao-hang-LC","delivery","sự giao hàng","noun","/dɪˈlɪv.ɚ.i/","Delivery usually takes 3 to 5 business days.","Việc giao hàng thường mất từ 3 đến 5 ngày làm việc."
"Listening_Topics","Giao-hang-LC","delivery truck","xe tải giao hàng","noun","/dɪˈlɪv.ɚ.i trʌk/","The delivery truck arrived at the warehouse early this morning.","Xe tải giao hàng đã đến kho từ sớm hôm nay."
"Listening_Topics","Giao-hang-LC","ship","gửi hàng","verb","/ʃɪp/","We ship orders within 24 hours of purchase.","Chúng tôi gửi đơn hàng trong vòng 24 giờ sau khi mua."
"Listening_Topics","Giao-hang-LC","shipping","vận chuyển hàng hóa","noun","/ˈʃɪp.ɪŋ/","Shipping is free for orders over $100.","Miễn phí vận chuyển cho đơn hàng trên 100 đô."
"Listening_Topics","Giao-hang-LC","shipment","lô hàng vận chuyển","noun","/ˈʃɪp.mənt/","The shipment is scheduled to arrive next Monday.","Lô hàng dự kiến sẽ đến vào thứ Hai tới."
"Listening_Topics","Giao-hang-LC","merchandise","hàng hóa","noun","/ˈmɝː.tʃən.daɪs/","All returned merchandise must be in original condition.","Tất cả hàng trả lại phải còn nguyên trạng."
"Listening_Topics","Giao-hang-LC","good","hàng hóa","noun","/ɡʊd/","All goods must be inspected before shipping.","Tất cả hàng hóa phải được kiểm tra trước khi giao."
"Listening_Topics","Giao-hang-LC","urgent","khẩn cấp, cần xử lý ngay","adj","/ˈɝː.dʒənt/","This is an urgent delivery that must arrive today.","Đây là đơn giao hàng khẩn phải đến trong ngày."
"Listening_Topics","Giao-hang-LC","receive","nhận hàng hoặc tài liệu được giao","verb","/rɪˈsiːv/","Customers will receive a confirmation email after placing an order.","Khách hàng sẽ nhận được email xác nhận sau khi đặt hàng."
"Listening_Topics","Giao-hang-LC","carry","vận chuyển, chuyên chở hoặc cung cấp hàng hóa","verb","/ˈker.i/","We carry a wide range of imported products.","Chúng tôi có nhiều loại hàng nhập khẩu."
"Listening_Topics","Giao-hang-LC","expedite","thúc đẩy, tăng tốc quá trình","verb","/ˈek.spə.daɪt/","We will expedite the shipping to ensure on-time delivery.","Chúng tôi sẽ đẩy nhanh việc vận chuyển để đảm bảo giao hàng đúng hạn."
"Listening_Topics","Giao-hang-LC","at additional rate","với mức phí bổ sung","preposition","/ət əˈdɪʃ.ən.əl reɪt/","Express shipping is available at an additional rate.","Dịch vụ giao hàng nhanh có sẵn với mức phí bổ sung."
"Listening_Topics","Giao-hang-LC","in 3 working days","trong 3 ngày làm việc","preposition","/ɪn θriː ˈwɝː.kɪŋ deɪz/","Your order will be delivered in 3 working days.","Đơn hàng của bạn sẽ được giao trong vòng 3 ngày làm việc."
"Listening_Topics","Giao-hang-LC","be scheduled to","được lên lịch để làm gì đó","verb","/bi ˈskedʒ.uːld tuː/","The package is scheduled to arrive on Friday.","Gói hàng được lên lịch sẽ đến vào thứ Sáu."
"Listening_Topics","Giao-hang-LC","check on","kiểm tra tình trạng","verb","/tʃek ɑːn/","I’ll check on the shipment status and get back to you.","Tôi sẽ kiểm tra tình trạng lô hàng và phản hồi bạn."
"Listening_Topics","Giao-hang-LC","make a phone call","gọi điện thoại","verb","/meɪk ə foʊn kɑːl/","She made a phone call to confirm the delivery time.","Cô ấy đã gọi điện để xác nhận thời gian giao hàng."
"Listening_Topics","Giao-hang-LC","cost extra","tốn thêm phí","verb","/kɑːst ˈek.strə/","Same-day delivery may cost extra.","Giao hàng trong ngày có thể tính thêm phí."
"Listening_Topics","Giao-hang-LC","guarantee delivery within","cam kết giao hàng trong thời gian nhất định","verb","/ˌɡer.ənˈtiː dɪˈlɪv.ɚ.i wɪˈðɪn/","We guarantee delivery within three business days.","Chúng tôi cam kết giao hàng trong vòng ba ngày làm việc."
"Listening_Topics","Giao-hang-LC","deliver it for free","giao hàng miễn phí","verb","/dɪˈlɪv.ɚ ɪt fɚ friː/","If the order exceeds $50, we’ll deliver it for free.","Nếu đơn hàng vượt quá 50 đô, chúng tôi sẽ giao miễn phí."
"Listening_Topics","Giao-hang-LC","place a rush order","đặt hàng gấp","verb","/pleɪs ə rʌʃ ˈɔːr.dɚ/","We had to place a rush order to meet the deadline.","Chúng tôi phải đặt hàng gấp để kịp hạn."
"Listening_Topics","Giao-hang-LC","I'm calling about","tôi gọi để hỏi về","verb","/aɪm ˈkɑː.lɪŋ əˈbaʊt/","Hi, I'm calling about my recent order.","Chào bạn, tôi gọi để hỏi về đơn hàng gần đây của mình."
"Listening_Topics","Trien-lam-LC","museum","bảo tàng","noun","/mjuˈziː.əm/","The museum features exhibits on ancient civilizations.","Bảo tàng có các triển lãm về các nền văn minh cổ đại."
"Listening_Topics","Trien-lam-LC","gallery","phòng trưng bày nghệ thuật","noun","/ˈɡæl.ɚ.i/","The gallery is hosting an exhibition of modern art.","Phòng tranh đang tổ chức triển lãm nghệ thuật hiện đại."
"Listening_Topics","Trien-lam-LC","admission","vé vào cửa","noun","/ədˈmɪʃ.ən/","Admission to the art exhibition is free for students.","Sinh viên được vào xem triển lãm nghệ thuật miễn phí."
"Listening_Topics","Trien-lam-LC","exhibit","trưng bày","verb","/ɪɡˈzɪb.ɪt/","The museum will exhibit rare ancient artifacts next month.","Bảo tàng sẽ trưng bày các cổ vật hiếm vào tháng tới."
"Listening_Topics","Trien-lam-LC","exhibition","triển lãm","noun","/ˌek.səˈbɪʃ.ən/","The photography exhibition attracted hundreds of visitors.","Triển lãm nhiếp ảnh đã thu hút hàng trăm khách tham quan."
"Listening_Topics","Trien-lam-LC","display","sự trưng bày","noun","/dɪˈspleɪ/","The new product display is located near the entrance.","Khu trưng bày sản phẩm mới nằm gần lối vào."
"Listening_Topics","Trien-lam-LC","artwork","tác phẩm nghệ thuật","noun","/ˈɑːrt.wɝːk/","The gallery features artwork from local and international artists.","Phòng tranh trưng bày tác phẩm nghệ thuật của các nghệ sĩ trong và ngoài nước."
"Listening_Topics","Trien-lam-LC","painting","bức tranh vẽ bằng sơn","noun","/ˈpeɪn.tɪŋ/","One of the most famous paintings is displayed in the main hall.","Một trong những bức tranh nổi tiếng nhất được trưng bày ở sảnh chính."
"Listening_Topics","Trien-lam-LC","sculpture","tác phẩm điêu khắc","noun","/ˈskʌlp.tʃɚ/","The museum has a large collection of ancient sculptures.","Bảo tàng có bộ sưu tập lớn các tác phẩm điêu khắc cổ."
"Listening_Topics","Trien-lam-LC","museum director","giám đốc bảo tàng","noun","/mjuˈziː.əm dəˈrek.tɚ/","The museum director welcomed guests at the opening ceremony.","Giám đốc bảo tàng đã chào đón khách trong lễ khai mạc."
"Listening_Topics","Trien-lam-LC","reproduction","bản sao","noun","/ˌriː.prəˈdʌk.ʃən/","The painting on display is a high-quality reproduction.","Bức tranh đang trưng bày là bản sao chất lượng cao."
"Listening_Topics","Trien-lam-LC","on view","được trưng bày để xem","adj","/ɑːn vjuː/","Several rare paintings are currently on view in the west gallery.","Nhiều bức tranh quý hiếm hiện đang được trưng bày tại khu phía tây của phòng tranh."
"Listening_Topics","Trien-lam-LC","ahead of time","trước thời hạn","adv","/əˈhed əv taɪm/","Tickets must be purchased ahead of time to attend the exhibition.","Vé phải được mua trước để tham dự triển lãm."
"Listening_Topics","Trien-lam-LC","be interested in","quan tâm đến","verb","/bi ˈɪn.trɪ.stɪd ɪn/","Many tourists are interested in historical exhibitions.","Nhiều du khách quan tâm đến các triển lãm lịch sử."
"Listening_Topics","Trien-lam-LC","be closed on Mondays","đóng cửa vào thứ Hai","verb","/bi kloʊzd ɑːn ˈmʌn.deɪz/","The museum is closed on Mondays for maintenance.","Bảo tàng đóng cửa vào thứ Hai để bảo trì."
"Listening_Topics","Trien-lam-LC","go through","xem xét kỹ lưỡng, trải nghiệm chi tiết","verb","/ɡoʊ θruː/","Visitors are encouraged to go through each section of the museum.","Khách tham quan được khuyến khích đi qua từng khu của bảo tàng."
"Listening_Topics","Trien-lam-LC","explore the exhibit","khám phá triển lãm","verb","/ɪkˈsplɔːr ði ɪɡˈzɪb.ɪt/","Guests will have two hours to explore the exhibit.","Khách tham quan sẽ có hai giờ để khám phá triển lãm."
"Listening_Topics","Trien-lam-LC","look forward to Ving","mong chờ điều gì sắp xảy ra","verb","/lʊk ˈfɔːr.wɚd tuː/","We look forward to welcoming you to our special exhibition.","Chúng tôi mong được chào đón bạn đến triển lãm đặc biệt."
"Listening_Topics","Trien-lam-LC","let me give you a floor plan","để tôi đưa bạn sơ đồ mặt bằng","verb","/let mi ɡɪv juː ə flɔːr plæn/","Let me give you a floor plan so you can easily navigate the exhibit.","Để tôi đưa bạn sơ đồ mặt bằng để bạn dễ dàng tham quan triển lãm."
"Listening_Topics","Bat-dong-san-LC","property","bất động sản, tài sản sở hữu","noun","/ˈprɑː.pɚ.t̬i/","They are looking for a property near the city center.","Họ đang tìm bất động sản gần trung tâm thành phố."
"Listening_Topics","Bat-dong-san-LC","real estate agent","đại lý bất động sản","noun","/ˈrɪəl ɪˌsteɪt ˈeɪ.dʒənt/","The real estate agent showed us three apartments yesterday.","Đại lý bất động sản đã dẫn chúng tôi đi xem ba căn hộ hôm qua."
"Listening_Topics","Bat-dong-san-LC","rent","thuê hoặc cho thuê","verb","/rent/","We plan to rent a two-bedroom apartment downtown.","Chúng tôi dự định thuê một căn hộ hai phòng ngủ ở trung tâm."
"Listening_Topics","Bat-dong-san-LC","deposit","tiền đặt cọc","noun","/dɪˈpɑː.zɪt/","You need to pay a deposit to reserve the apartment.","Bạn cần trả tiền đặt cọc để giữ căn hộ."
"Listening_Topics","Bat-dong-san-LC","deposit","đặt cọc","verb","/dɪˈpɑː.zɪt/","Tenants are required to deposit one month's rent in advance.","Người thuê phải đặt cọc tiền thuê một tháng trước."
"Listening_Topics","Bat-dong-san-LC","tenant","người thuê nhà","noun","/ˈten.ənt/","The tenant must notify the landlord before moving out.","Người thuê phải thông báo với chủ nhà trước khi chuyển đi."
"Listening_Topics","Bat-dong-san-LC","landlord","chủ nhà cho thuê","noun","/ˈlænd.lɔːrd/","The landlord will inspect the apartment before refunding the deposit.","Chủ nhà sẽ kiểm tra căn hộ trước khi hoàn tiền đặt cọc."
"Listening_Topics","Bat-dong-san-LC","lease","hợp đồng cho thuê","noun","/liːs/","The lease must be signed before the move-in date.","Hợp đồng thuê phải được ký trước ngày chuyển vào."
"Listening_Topics","Bat-dong-san-LC","lease","cho thuê","verb","/liːs/","They decided to lease the apartment for two years.","Họ quyết định thuê căn hộ trong hai năm."
"Listening_Topics","Bat-dong-san-LC","furnished","được trang bị nội thất đầy đủ","adj","/ˈfɝː.nɪʃt/","The apartment comes fully furnished with modern furniture.","Căn hộ được trang bị đầy đủ nội thất hiện đại."
"Listening_Topics","Bat-dong-san-LC","utilities","dịch vụ tiện ích","noun","/juːˈtɪl.ə.t̬iz/","Rent does not include utilities such as water and electricity.","Tiền thuê không bao gồm các tiện ích như nước và điện."
"Listening_Topics","Bat-dong-san-LC","close","gần","adj","/kloʊs/","The apartment is close to the airport and public transport.","Căn hộ gần sân bay và phương tiện công cộng."
"Listening_Topics","Bat-dong-san-LC","sale","rao bán","noun","/seɪl/","The property is currently for sale at a competitive price.","Bất động sản hiện đang được rao bán với mức giá cạnh tranh."
"Listening_Topics","Bat-dong-san-LC","apartment","căn hộ","noun","/əˈpɑːrt.mənt/","The apartment is fully furnished and ready for immediate move-in.","Căn hộ được trang bị đầy đủ nội thất và sẵn sàng chuyển vào ngay."
"Listening_Topics","Bat-dong-san-LC","floor","tầng trong tòa nhà","noun","/flɔːr/","The apartment is on the first floor, near the entrance.","Căn hộ nằm ở tầng một, gần lối vào."
"Listening_Topics","Bat-dong-san-LC","conveniently located","nằm ở vị trí thuận tiện","adj","/kənˈviː.ni.ənt.li ˈloʊ.keɪ.t̬ɪd/","The building is conveniently located near public transportation.","Tòa nhà nằm ở vị trí thuận tiện gần phương tiện giao thông công cộng."
"Listening_Topics","Bat-dong-san-LC","location","vị trí hoặc địa điểm","noun","/loʊˈkeɪ.ʃən/","The apartment is in a good location, close to schools and shops.","Căn hộ nằm ở vị trí tốt, gần trường học và cửa hàng."
"Listening_Topics","Bat-dong-san-LC","office space","diện tích văn phòng","noun","/ˈɑː.fɪs speɪs/","They are looking for affordable office space downtown.","Họ đang tìm diện tích văn phòng giá hợp lý ở trung tâm."
"Listening_Topics","Bat-dong-san-LC","move in","chuyển đến sống mới","verb","/muːv ɪn/","The tenants are scheduled to move in on the first of next month.","Người thuê dự kiến sẽ chuyển vào vào ngày mùng một tháng tới."
"Listening_Topics","Bat-dong-san-LC","move out","rời khỏi nơi ở hoặc làm việc","verb","/muːv aʊt/","The tenants must move out by the end of the lease.","Người thuê phải rời đi trước khi hợp đồng kết thúc."
"Listening_Topics","Bat-dong-san-LC","housing","chỗ ở","noun","/ˈhaʊ.zɪŋ/","She may need housing after her lease expires next month.","Cô ấy có thể cần chỗ ở sau khi hợp đồng thuê hết hạn vào tháng tới."
"Listening_Topics","Don-dat-hang-LC","order","đơn đặt hàng","noun","/ˈɔːr.dɚ/","We received your order and will ship it tomorrow.","Chúng tôi đã nhận được đơn đặt hàng của bạn và sẽ gửi đi vào ngày mai."
"Listening_Topics","Don-dat-hang-LC","order","đặt hàng","verb","/ˈɔːr.dɚ/","Customers can order products online or by phone.","Khách hàng có thể đặt hàng trực tuyến hoặc qua điện thoại."
"Listening_Topics","Don-dat-hang-LC","inventory","hàng tồn kho hoặc bản kiểm kê hàng hóa","noun","/ˈɪn.vən.tɔːr.i/","The store is doing an inventory check this weekend.","Cửa hàng sẽ kiểm kê hàng tồn kho vào cuối tuần này."
"Listening_Topics","Don-dat-hang-LC","warehouse","kho hàng","noun","/ˈwer.haʊs/","The items are stored in our main warehouse outside the city.","Các mặt hàng được lưu trữ tại kho chính của chúng tôi bên ngoài thành phố."
"Listening_Topics","Don-dat-hang-LC","order number","mã đơn hàng","noun","/ˈɔːr.dɚ ˌnʌm.bɚ/","Please provide your order number when contacting customer service.","Vui lòng cung cấp mã đơn hàng khi liên hệ dịch vụ khách hàng."
"Listening_Topics","Don-dat-hang-LC","tracking number","mã theo dõi giao hàng","noun","/ˈtræk.ɪŋ ˌnʌm.bɚ/","You can use the tracking number to follow your shipment.","Bạn có thể dùng mã theo dõi để kiểm tra đơn hàng của mình."
"Listening_Topics","Don-dat-hang-LC","large order","đơn hàng lớn","noun","/lɑːrdʒ ˈɔːr.dɚ/","We offer discounts for any large order over 500 units.","Chúng tôi cung cấp giảm giá cho bất kỳ đơn hàng lớn nào trên 500 đơn vị."
"Listening_Topics","Don-dat-hang-LC","replace","thay thế","verb","/rɪˈpleɪs/","We will replace the damaged items at no extra cost.","Chúng tôi sẽ thay thế các mặt hàng bị hỏng mà không tính thêm phí."
"Listening_Topics","Don-dat-hang-LC","order status","tình trạng đơn hàng","noun","/ˈɔːr.dɚ ˈstæ.t̬əs/","You can check your order status online at any time.","Bạn có thể kiểm tra tình trạng đơn hàng trực tuyến bất cứ lúc nào."
"Listening_Topics","Don-dat-hang-LC","standard","tiêu chuẩn, bình thường","adj","/ˈstæn.dɚd/","Standard shipping takes 5 to 7 business days.","Giao hàng tiêu chuẩn mất từ 5 đến 7 ngày làm việc."
"Listening_Topics","Don-dat-hang-LC","extra","thêm, vượt mức bình thường","adj","/ˈek.strə/","There will be an extra charge for express shipping.","Sẽ có phụ phí cho giao hàng nhanh."
"Listening_Topics","Don-dat-hang-LC","supplier","nhà cung cấp","noun","/səˈplaɪ.ɚ/","We contacted the supplier to confirm the delivery date.","Chúng tôi đã liên hệ với nhà cung cấp để xác nhận ngày giao hàng."
"Listening_Topics","Don-dat-hang-LC","manufacturer","nhà sản xuất","noun","/ˌmæn.jəˈfæk.tʃɚ.ɚ/","The manufacturer is responsible for product quality.","Nhà sản xuất chịu trách nhiệm về chất lượng sản phẩm."
"Listening_Topics","Don-dat-hang-LC","in bulk","mua với số lượng lớn","adverb","/ɪn bʌlk/","Buying in bulk can help reduce overall costs.","Mua với số lượng lớn có thể giúp giảm tổng chi phí."
"Listening_Topics","Don-dat-hang-LC","ship","vận chuyển hàng hóa","verb","/ʃɪp/","The items will be shipped separately due to stock availability.","Các mặt hàng sẽ được gửi riêng vì vấn đề tồn kho."
"Listening_Topics","Don-dat-hang-LC","track","theo dõi","verb","/træk/","You can track the status of your order online.","Bạn có thể theo dõi tình trạng đơn hàng trực tuyến."
"Listening_Topics","Don-dat-hang-LC","place an order","đặt hàng","verb","/pleɪs ən ˈɔːr.dɚ/","You can place an order online or by phone.","Bạn có thể đặt hàng trực tuyến hoặc qua điện thoại."
"Listening_Topics","Don-dat-hang-LC","inquire","hỏi thông tin","verb","/ɪnˈkwaɪr/","I’m calling to inquire about an order I placed last week.","Tôi gọi để hỏi về đơn hàng tôi đã đặt tuần trước."
"Listening_Topics","Don-dat-hang-LC","discount","giảm giá","noun","/ˈdɪs.kaʊnt/","We give quantity discounts for orders over 100 units.","Chúng tôi cung cấp chiết khấu số lượng cho các đơn hàng trên 100 đơn vị."
"Listening_Topics","Don-dat-hang-LC","reach","liên lạc được với ai đó","verb","/riːtʃ/","You've reached ABC Supplies. How may I help you?","Bạn đang gọi đến ABC Supplies. Tôi có thể giúp gì cho bạn?"
"Listening_Topics","Don-dat-hang-LC","this is  from ","tôi là ... từ","phrase","/ðɪs ɪz ... frəm .../","This is Jenny from Global Office Supplies.","Tôi là Jenny từ công ty Global Office Supplies."
"Listening_Topics","Don-dat-hang-LC","I'm calling to","tôi gọi để","phrase","/aɪm ˈkɑː.lɪŋ tuː/","I'm calling to confirm the details of our recent order.","Tôi gọi để xác nhận chi tiết đơn hàng gần đây của chúng tôi."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","complaint","lời phàn nàn","noun","/kəmˈpleɪnt/","We received a complaint about the late delivery.","Chúng tôi đã nhận được lời phàn nàn về việc giao hàng trễ."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","notice","thông báo","noun","/ˈnoʊ.t̬ɪs/","You’ll receive a notice if there are any changes to your bill.","Bạn sẽ nhận được thông báo nếu có thay đổi nào với hóa đơn của bạn."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","charge","khoản phí","noun","/tʃɑːrdʒ/","There’s an extra charge for weekend deliveries.","Có phụ phí cho giao hàng vào cuối tuần."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","warranty","chính sách bảo hành sản phẩm trong thời gian nhất định","noun","/ˈwɔː.rən.t̬i/","The product is covered by a one-year warranty.","Sản phẩm được bảo hành trong một năm."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","dissatisfied","không hài lòng","adj","/dɪˈsæt̬.ɪs.faɪd/","The customer was dissatisfied with the product quality.","Khách hàng không hài lòng với chất lượng sản phẩm."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","quality","chất lượng","noun","/ˈkwɑː.lə.t̬i/","We pride ourselves on delivering high-quality customer service.","Chúng tôi tự hào cung cấp dịch vụ khách hàng chất lượng cao."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","customer service department","bộ phận chăm sóc khách hàng","noun","/ˌkʌs.tə.mɚ ˈsɝː.vɪs dɪˈpɑːrt.mənt/","Please contact our customer service department for assistance.","Vui lòng liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","customer service representative","người hỗ trợ khách hàng","noun","/ˌkʌs.tə.mɚ ˈsɝː.vɪs ˌrep.rɪˈzen.tə.t̬ɪv/","A customer service representative will assist you shortly.","Một đại diện chăm sóc khách hàng sẽ hỗ trợ bạn ngay."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","valid","hợp lệ, còn hiệu lực","adj","/ˈvæ.lɪd/","You must present a valid coupon to receive the discount.","Bạn phải xuất trình phiếu giảm giá hợp lệ để nhận chiết khấu."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","correct","đúng, chính xác","adj","/kəˈrekt/","The correct total should be $85, not $95.","Tổng chính xác phải là 85 đô, không phải 95 đô."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","billing error","lỗi trong hóa đơn thanh toán","noun","/ˈbɪl.ɪŋ ˌer.ɚ/","She called to report a billing error on her last statement.","Cô ấy đã gọi để báo cáo lỗi trong hóa đơn gần nhất."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","overcharged","bị tính phí cao hơn cần thiết","verb","/ˌoʊ.vɚˈtʃɑːrdʒd/","I think I was overcharged for the service last month.","Tôi nghĩ mình đã bị tính phí quá cao cho dịch vụ tháng trước."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","complaint about","lời phàn nàn về điều không hài lòng","phrase","/kəmˈpleɪnt əˈbaʊt/","He made a complaint about poor customer support.","Anh ấy đã phàn nàn về dịch vụ khách hàng kém."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","file a complaint","nộp đơn khiếu nại","verb","/faɪl ə kəmˈpleɪnt/","I'd like to file a complaint about the service I received.","Tôi muốn nộp đơn khiếu nại về dịch vụ mà tôi đã nhận."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","report a problem","báo cáo sự cố","verb","/rɪˈpɔːrt ə ˈprɑː.bləm/","I'm calling to report a problem with my recent order.","Tôi gọi để báo cáo vấn đề với đơn hàng gần đây của tôi."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","I'm calling because","tôi gọi vì","phrase","/aɪm ˈkɑː.lɪŋ bɪˈkɔːz/","I'm calling because I received the wrong item in my order.","Tôi gọi vì tôi đã nhận sai sản phẩm trong đơn hàng của mình."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","I'm having a problem with","tôi đang gặp vấn đề với","phrase","/aɪm ˈhæv.ɪŋ ə ˈprɑː.bləm wɪð/","I'm having a problem with my account login.","Tôi đang gặp vấn đề với việc đăng nhập tài khoản."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","I'm trying to","tôi đang cố gắng","phrase","/aɪm ˈtraɪ.ɪŋ tuː/","I'm trying to track my recent order but the system isn't working.","Tôi đang cố theo dõi đơn hàng gần đây nhưng hệ thống không hoạt động."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","I have some questions about","tôi có vài câu hỏi về","phrase","/aɪ hæv səm ˈkwes.tʃənz əˈbaʊt/","I have some questions about the warranty policy.","Tôi có một vài câu hỏi về chính sách bảo hành."
"Listening_Topics","Dien-thoai-dich-vu-khach-hang-LC","I don't know how to use","tôi không biết cách sử dụng","phrase","/aɪ doʊnt noʊ haʊ tuː juːz/","I don't know how to use the new payment system.","Tôi không biết cách sử dụng hệ thống thanh toán mới."
"Listening_Topics","Lich-lam-viec-LC","scheduled","đã được lên lịch","adj","/ˈskedʒ.uːld/","The meeting is scheduled for 3 p.m. tomorrow.","Cuộc họp được lên lịch vào 3 giờ chiều ngày mai."
"Listening_Topics","Lich-lam-viec-LC","detail","chi tiết","noun","/ˈdiː.teɪl/","Please review the event detail before confirming.","Vui lòng xem lại chi tiết sự kiện trước khi xác nhận."
"Listening_Topics","Lich-lam-viec-LC","deadline","hạn chót hoàn thành công việc","noun","/ˈded.laɪn/","The deadline for submitting the report is Friday.","Hạn chót nộp báo cáo là vào thứ Sáu."
"Listening_Topics","Lich-lam-viec-LC","complete","hoàn thành","verb","/kəmˈpliːt/","Please complete the task by the end of the day.","Vui lòng hoàn thành nhiệm vụ trước cuối ngày."
"Listening_Topics","Lich-lam-viec-LC","finish","hoàn thành","verb","/ˈfɪn.ɪʃ/","We need to finish the presentation before the meeting.","Chúng ta cần hoàn thành bài thuyết trình trước cuộc họp."
"Listening_Topics","Lich-lam-viec-LC","postpone","hoãn lại","verb","/poʊstˈpoʊn/","The meeting has been postponed due to a scheduling conflict.","Cuộc họp đã bị hoãn do trùng lịch."
"Listening_Topics","Lich-lam-viec-LC","delay","trì hoãn, làm chậm tiến độ","verb","/dɪˈleɪ/","The project was delayed due to unexpected issues.","Dự án đã bị trì hoãn do những vấn đề bất ngờ."
"Listening_Topics","Lich-lam-viec-LC","reschedule","sắp xếp lại thời gian","verb","/ˌriːˈskedʒ.uːl/","We need to reschedule the meeting for next week.","Chúng tôi cần dời cuộc họp sang tuần sau."
"Listening_Topics","Lich-lam-viec-LC","resume","tiếp tục sau khi tạm dừng","verb","/rɪˈzuːm/","The meeting will resume after a short break.","Cuộc họp sẽ tiếp tục sau một thời gian nghỉ ngắn."
"Listening_Topics","Lich-lam-viec-LC","extend","kéo dài","verb","/ɪkˈstend/","They decided to extend the deadline by two days.","Họ quyết định kéo dài hạn chót thêm hai ngày."
"Listening_Topics","Lich-lam-viec-LC","assistance","sự hỗ trợ, giúp đỡ","noun","/əˈsɪs.təns/","Please let me know if you need any further assistance.","Vui lòng cho tôi biết nếu bạn cần thêm sự hỗ trợ."
"Listening_Topics","Lich-lam-viec-LC","last-minute","vào phút chót","adj","/ˌlæst ˈmɪn.ɪt/","We had to make a last-minute change to the meeting agenda.","Chúng tôi đã phải thay đổi chương trình cuộc họp vào phút chót."
"Listening_Topics","Lich-lam-viec-LC","extension","sự gia hạn","noun","/ɪkˈsten.ʃən/","They requested an extension of the project deadline.","Họ đã yêu cầu gia hạn thời hạn hoàn thành dự án."
"Listening_Topics","Lich-lam-viec-LC","as soon as possible","càng sớm càng tốt","phrase","/æz suːn æz ˈpɑː.sə.bəl/","Please reply to the email as soon as possible.","Vui lòng phản hồi email càng sớm càng tốt."
"Listening_Topics","Lich-lam-viec-LC","short-staffed","thiếu nhân sự","adj","/ˌʃɔːrtˈstæft/","We're currently short-staffed, so response times may be delayed.","Hiện tại chúng tôi đang thiếu nhân sự, nên thời gian phản hồi có thể bị chậm."
"Listening_Topics","Lich-lam-viec-LC","the end of the day","cuối ngày","phrase","/ðiː end əv ðə deɪ/","Please submit the report by the end of the day.","Vui lòng nộp báo cáo trước cuối ngày hôm nay."
"Listening_Topics","Lich-lam-viec-LC","on short notice","thông báo gấp, không có nhiều thời gian chuẩn bị","phrase","/ɑːn ʃɔːrt ˈnoʊ.t̬ɪs/","They canceled the meeting on short notice.","Họ đã hủy cuộc họp với thông báo rất gấp."
"Listening_Topics","Lich-lam-viec-LC","early in the morning","sáng sớm","phrase","/ˈɜːr.li ɪn ðə ˈmɔːr.nɪŋ/","The meeting is scheduled for early in the morning.","Cuộc họp được lên lịch vào đầu buổi sáng."
"Listening_Topics","Lich-lam-viec-LC","behind schedule","bị chậm tiến độ","phrase","/bɪˈhaɪnd ˈskedʒ.uːl/","The project is behind schedule due to unexpected delays.","Dự án bị chậm tiến độ do những sự chậm trễ ngoài dự kiến."
"Listening_Topics","Lich-lam-viec-LC","not until","không... cho đến khi","phrase","/nɑːt ʌnˈtɪl/","The meeting won’t start not until the manager arrives.","Cuộc họp sẽ không bắt đầu cho đến khi quản lý đến."
"Listening_Topics","Lich-lam-viec-LC","be due","đến hạn","phrase","/biː duː/","The report is due by the end of the day.","Báo cáo đến hạn vào cuối ngày hôm nay."
"Listening_Topics","Lich-lam-viec-LC","work overtime","làm thêm giờ","verb","/wɝːk ˈoʊ.vɚ.taɪm/","We’ll have to work overtime to meet the deadline.","Chúng ta sẽ phải làm thêm giờ để kịp hạn chót."
"Listening_Topics","Lich-lam-viec-LC","take up","đảm nhận hoặc chiếm thời gian","verb","/teɪk ʌp/","The new assignment will take up most of your afternoon.","Nhiệm vụ mới sẽ chiếm phần lớn buổi chiều của bạn."
